sourcenotation;sourcepreflabel;targetnotation;targetpreflabel
GF 7749;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 7750;Einzelausgaben;18.10;Deutsche Literatur
GF 7750;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 7751;Übersetzungen;18.10;Deutsche Literatur
GF 7751;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 7752;Sekundärliteratur;18.10;Deutsche Literatur
GF 7755;Gesamtausgaben;18.10;Deutsche Literatur
GF 7755;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 7756;Einzelausgaben;18.10;Deutsche Literatur
GF 7756;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 7757;Übersetzungen;18.10;Deutsche Literatur
GF 7757;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 7758;Sekundärliteratur;18.10;Deutsche Literatur
GF 7765;Gesamtausgaben;18.10;Deutsche Literatur
GF 7765;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 7766;Einzelausgaben;18.10;Deutsche Literatur
GF 7766;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 7767;Übersetzungen;18.10;Deutsche Literatur
GF 7767;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 7768;Sekundärliteratur;18.10;Deutsche Literatur
GF 7769;Primärliteratur;18.10;Deutsche Literatur
GF 7769;Primärliteratur;17.97;Texte eines einzelnen Autors
GF 7770;Sekundärliteratur;18.10;Deutsche Literatur
GF 7771;Gesamtausgaben;18.10;Deutsche Literatur
GF 7771;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 7772;Einzelausgaben;18.10;Deutsche Literatur
GF 7772;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 7773;Übersetzungen;18.10;Deutsche Literatur
GF 7773;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 7774;Sekundärliteratur;18.10;Deutsche Literatur
GF 7775;Gesamtausgaben;18.10;Deutsche Literatur
GF 7775;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 7776;Einzelausgaben;18.10;Deutsche Literatur
GF 7776;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 7777;Übersetzungen;18.10;Deutsche Literatur
GF 7777;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 7778;Sekundärliteratur;18.10;Deutsche Literatur
GF 7779;Gesamtausgaben;18.10;Deutsche Literatur
GF 7779;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 7780;Einzelausgaben;18.10;Deutsche Literatur
GF 7780;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 7781;Übersetzungen;18.10;Deutsche Literatur
GF 7781;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 7782;Sekundärliteratur;18.10;Deutsche Literatur
GF 7787;Primärliteratur;18.10;Deutsche Literatur
GF 7787;Primärliteratur;17.97;Texte eines einzelnen Autors
GF 7788;Sekundärliteratur;18.10;Deutsche Literatur
GF 7790;Gesamtausgaben;18.10;Deutsche Literatur
GF 7790;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 7791;Einzelausgaben;18.10;Deutsche Literatur
GF 7791;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 7792;Übersetzungen;18.10;Deutsche Literatur
GF 7792;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 7793;Sekundärliteratur;18.10;Deutsche Literatur
GF 7798;Gesamtausgaben;18.10;Deutsche Literatur
GF 7798;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 7799;Einzelausgaben;18.10;Deutsche Literatur
GF 7799;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 7800;Übersetzungen;18.10;Deutsche Literatur
GF 7800;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 7801;Sekundärliteratur;18.10;Deutsche Literatur
GF 7804;Primärliteratur;18.10;Deutsche Literatur
GF 7804;Primärliteratur;17.97;Texte eines einzelnen Autors
GF 7805;Sekundärliteratur;18.10;Deutsche Literatur
GF 7808;Gesamtausgaben;18.10;Deutsche Literatur
GF 7808;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 7809;Einzelausgaben;18.10;Deutsche Literatur
GF 7809;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 7810;Übersetzungen;18.10;Deutsche Literatur
GF 7810;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 7811;Sekundärliteratur;18.10;Deutsche Literatur
GF 7815;Gesamtausgaben;18.10;Deutsche Literatur
GF 7815;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 7816;Einzelausgaben;18.10;Deutsche Literatur
GF 7816;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 7817;Übersetzungen;18.10;Deutsche Literatur
GF 7817;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 7818;Sekundärliteratur;18.10;Deutsche Literatur
GF 7820;Gesamtausgaben;18.10;Deutsche Literatur
GF 7820;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 7821;Einzelausgaben;18.10;Deutsche Literatur
GF 7821;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 7822;Übersetzungen;18.10;Deutsche Literatur
GF 7822;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 7823;Sekundärliteratur;18.10;Deutsche Literatur
GF 7859;Gesamtausgaben;18.10;Deutsche Literatur
GF 7859;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 7860;Einzelausgaben;18.10;Deutsche Literatur
GF 7860;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 7861;Übersetzungen;18.10;Deutsche Literatur
GF 7861;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 7862;Sekundärliteratur;18.10;Deutsche Literatur
GF 7865;Gesamtausgaben;18.10;Deutsche Literatur
GF 7865;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 7866;Einzelausgaben;18.10;Deutsche Literatur
GF 7866;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 7867;Übersetzungen;18.10;Deutsche Literatur
GF 7867;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 7868;Sekundärliteratur;18.10;Deutsche Literatur
GF 7889;Gesamtausgaben;18.10;Deutsche Literatur
GF 7889;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 7990;Einzelausgaben;18.10;Deutsche Literatur
GF 7990;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 7991;Übersetzungen;18.10;Deutsche Literatur
GF 7991;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 7992;Sekundärliteratur;18.10;Deutsche Literatur
GF 7901;Primärliteratur;18.10;Deutsche Literatur
GF 7901;Primärliteratur;17.97;Texte eines einzelnen Autors
GF 7902;Sekundärliteratur;18.10;Deutsche Literatur
GF 7904 ;Primärliteratur;18.10;Deutsche Literatur
GF 7904;Primärliteratur;17.97;Texte eines einzelnen Autors
GF 7905;Sekundärliteratur;18.10;Deutsche Literatur
GF 7907;Primärliteratur;18.10;Deutsche Literatur
GF 7907;Primärliteratur;17.97;Texte eines einzelnen Autors
GF 7908;Sekundärliteratur;18.10;Deutsche Literatur
GF 7910;Primärliteratur;18.10;Deutsche Literatur
GF 7910;Primärliteratur;17.97;Texte eines einzelnen Autors
GF 7911;Sekundärliteratur;18.10;Deutsche Literatur
GF 7912;Primärliteratur;18.10;Deutsche Literatur
GF 7912;Primärliteratur;17.97;Texte eines einzelnen Autors
GF 7913;Sekundärliteratur;18.10;Deutsche Literatur
GF 7915;Gesamtausgaben;18.10;Deutsche Literatur
GF 7915;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 7916;Einzelausgaben;18.10;Deutsche Literatur
GF 7916;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 7917;Übersetzungen;18.10;Deutsche Literatur
GF 7917;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 7918;Sekundärliteratur;18.10;Deutsche Literatur
GF 7922;Gesamtausgaben;18.10;Deutsche Literatur
GF 7922;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 7923;Einzelausgaben;18.10;Deutsche Literatur
GF 7923;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 7924;Übersetzungen;18.10;Deutsche Literatur
GF 7924;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 7925;Sekundärliteratur;18.10;Deutsche Literatur
GF 7930;Primärliteratur;18.10;Deutsche Literatur
GF 7930;Primärliteratur;17.97;Texte eines einzelnen Autors
GF 7931;Sekundärliteratur;18.10;Deutsche Literatur
GF 7944;Gesamtausgaben;18.10;Deutsche Literatur
GF 7944;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 7945;Einzelausgaben;18.10;Deutsche Literatur
GF 7945;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 7946;Übersetzungen;18.10;Deutsche Literatur
GF 7946;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 7947;Sekundärliteratur;18.10;Deutsche Literatur
GF 7952;Gesamtausgaben;18.10;Deutsche Literatur
GF 7952;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 7953;Einzelausgaben;18.10;Deutsche Literatur
GF 7953;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 7954;Übersetzungen;18.10;Deutsche Literatur
GF 7954;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 7955;Sekundärliteratur;18.10;Deutsche Literatur
GF 7956;Gesamtausgaben;18.10;Deutsche Literatur
GF 7956;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 7957;Einzelausgaben;18.10;Deutsche Literatur
GF 7957;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 7958;Übersetzungen;18.10;Deutsche Literatur
GF 7958;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 7959;Sekundärliteratur;18.10;Deutsche Literatur
GF 7960;Gesamtausgaben;18.10;Deutsche Literatur
GF 7960;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 7961;Einzelausgaben;18.10;Deutsche Literatur
GF 7961;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 7962;Übersetzungen;18.10;Deutsche Literatur
GF 7962;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 7963;Sekundärliteratur;18.10;Deutsche Literatur
GF 7965;Gesamtausgaben;18.10;Deutsche Literatur
GF 7965;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 7966;Einzelausgaben;18.10;Deutsche Literatur
GF 7966;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 7967;Übersetzungen;18.10;Deutsche Literatur
GF 7967;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 7968;Sekundärliteratur;18.10;Deutsche Literatur
GF 7970;Primärliteratur;18.10;Deutsche Literatur
GF 7970;Primärliteratur;17.97;Texte eines einzelnen Autors
GF 7971;Sekundärliteratur;18.10;Deutsche Literatur
GF 7972;Primärliteratur;18.10;Deutsche Literatur
GF 7972;Primärliteratur;17.97;Texte eines einzelnen Autors
GF 7973;Sekundärliteratur;18.10;Deutsche Literatur
GF 7975;Primärliteratur;18.10;Deutsche Literatur
GF 7975;Primärliteratur;17.97;Texte eines einzelnen Autors
GF 7976;Sekundärliteratur;18.10;Deutsche Literatur
GF 8005;Primärliteratur;18.10;Deutsche Literatur
GF 8005;Primärliteratur;17.97;Texte eines einzelnen Autors
GF 8006;Sekundärliteratur;18.10;Deutsche Literatur
GF 8054;Gesamtausgaben;18.10;Deutsche Literatur
GF 8054;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 8055;Einzelausgaben;18.10;Deutsche Literatur
GF 8055;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 8056;Übersetzungen;18.10;Deutsche Literatur
GF 8056;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 8057;Sekundärliteratur;18.10;Deutsche Literatur
GF 8072;Gesamtausgaben;18.10;Deutsche Literatur
GF 8072;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 8073;Einzelausgaben;18.10;Deutsche Literatur
GF 8073;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 8074;Übersetzungen;18.10;Deutsche Literatur
GF 8074;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 8075;Sekundärliteratur;18.10;Deutsche Literatur
GF 8076;Gesamtausgaben;18.10;Deutsche Literatur
GF 8076;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 8077;Einzelausgaben;18.10;Deutsche Literatur
GF 8077;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 8078;Übersetzungen;18.10;Deutsche Literatur
GF 8078;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 8079;Sekundärliteratur;18.10;Deutsche Literatur
GF 8086;Gesamtausgaben;18.10;Deutsche Literatur
GF 8086;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 8087;Einzelausgaben;18.10;Deutsche Literatur
GF 8087;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 8088;Übersetzungen;18.10;Deutsche Literatur
GF 8088;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 8089;Sekundärliteratur;18.10;Deutsche Literatur
GF 8090;Gesamtausgaben;18.10;Deutsche Literatur
GF 8090;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 8091;Einzelausgaben;18.10;Deutsche Literatur
GF 8091;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 8092;Übersetzungen;18.10;Deutsche Literatur
GF 8092;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 8093;Sekundärliteratur;18.10;Deutsche Literatur
GF 8100;Gesamtausgaben;18.10;Deutsche Literatur
GF 8100;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 8101;Einzelausgaben;18.10;Deutsche Literatur
GF 8101;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 8102;Übersetzungen;18.10;Deutsche Literatur
GF 8102;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 8103;Sekundärliteratur;18.10;Deutsche Literatur
GF 8108;Primärliteratur;18.10;Deutsche Literatur
GF 8108;Primärliteratur;17.97;Texte eines einzelnen Autors
GF 8109;Sekundärliteratur;18.10;Deutsche Literatur
GF 8110;Gesamtausgaben;18.10;Deutsche Literatur
GF 8110;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 8111;Einzelausgaben;18.10;Deutsche Literatur
GF 8111;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 8112;Übersetzungen;18.10;Deutsche Literatur
GF 8112;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 8113;Sekundärliteratur;18.10;Deutsche Literatur
GF 8115;Gesamtausgaben;18.10;Deutsche Literatur
GF 8115;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 8116;Einzelausgaben;18.10;Deutsche Literatur
GF 8116;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 8117;Übersetzungen;18.10;Deutsche Literatur
GF 8117;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 8118;Sekundärliteratur;18.10;Deutsche Literatur
GF 8119;Primärliteratur;18.10;Deutsche Literatur
GF 8119;Primärliteratur;17.97;Texte eines einzelnen Autors
GF 8120;Sekundärliteratur;18.10;Deutsche Literatur
GF 8125;Gesamtausgaben;18.10;Deutsche Literatur
GF 8125;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 8126;Einzelausgaben;18.10;Deutsche Literatur
GF 8126;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 8127;Übersetzungen;18.10;Deutsche Literatur
GF 8127;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 8128;Sekundärliteratur;18.10;Deutsche Literatur
GF 8135;Gesamtausgaben;18.10;Deutsche Literatur
GF 8135;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 8136;Einzelausgaben;18.10;Deutsche Literatur
GF 8136;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 8137;Übersetzungen;18.10;Deutsche Literatur
GF 8137;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 8138;Sekundärliteratur;18.10;Deutsche Literatur
GF 8146;Ulrich von Pottenstein;18.10;Deutsche Literatur
GF 8146;Ulrich von Pottenstein;17.97;Texte eines einzelnen Autors
GF 8147;Primärliteratur;18.10;Deutsche Literatur
GF 8147;Primärliteratur;17.97;Texte eines einzelnen Autors
GF 8148;Sekundärliteratur;18.10;Deutsche Literatur
GF 8149;Gesamtausgaben;18.10;Deutsche Literatur
GF 8149;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 8150;Einzelausgaben;18.10;Deutsche Literatur
GF 8150;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 8151;Übersetzungen;18.10;Deutsche Literatur
GF 8151;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 8152;Sekundärliteratur;18.10;Deutsche Literatur
GF 8155;Gesamtausgaben;18.10;Deutsche Literatur
GF 8155;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 8156;Einzelausgaben;18.10;Deutsche Literatur
GF 8156;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 8157;Übersetzungen;18.10;Deutsche Literatur
GF 8157;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 8158;Sekundärliteratur;18.10;Deutsche Literatur
GF 8161;Gesamtausgaben;18.10;Deutsche Literatur
GF 8161;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 8162;Einzelausgaben;18.10;Deutsche Literatur
GF 8162;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 8163;Übersetzungen;18.10;Deutsche Literatur
GF 8163;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 8164;Sekundärliteratur;18.10;Deutsche Literatur
GF 8168;Gesamtausgaben;18.10;Deutsche Literatur
GF 8168;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 8169;Einzelausgaben;18.10;Deutsche Literatur
GF 8169;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 8170;Übersetzungen;18.10;Deutsche Literatur
GF 8170;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 8171;Sekundärliteratur;18.10;Deutsche Literatur
GF 8181;Gesamtausgaben;18.10;Deutsche Literatur
GF 8181;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 8182;Einzelausgaben;18.10;Deutsche Literatur
GF 8182;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 8183;Übersetzungen;18.10;Deutsche Literatur
GF 8183;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 8184;Sekundärliteratur;18.10;Deutsche Literatur
GF 8192;Gesamtausgaben;18.10;Deutsche Literatur
GF 8192;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 8193;Einzelausgaben;18.10;Deutsche Literatur
GF 8193;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 8194;Übersetzungen;18.10;Deutsche Literatur
GF 8194;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 8195;Sekundärliteratur;18.10;Deutsche Literatur
GF 8203;Primärliteratur;18.10;Deutsche Literatur
GF 8203;Primärliteratur;17.97;Texte eines einzelnen Autors
GF 8204;Sekundärliteratur;18.10;Deutsche Literatur
GF 8205;Primärliteratur;18.10;Deutsche Literatur
GF 8205;Primärliteratur;17.97;Texte eines einzelnen Autors
GF 8206;Sekundärliteratur;18.10;Deutsche Literatur
GF 8207;Gesamtausgaben;18.10;Deutsche Literatur
GF 8207;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 8208;Einzelausgaben;18.10;Deutsche Literatur
GF 8208;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 8209;Übersetzungen;18.10;Deutsche Literatur
GF 8209;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 8210;Sekundärliteratur;18.10;Deutsche Literatur
GF 8211;Primärliteratur;18.10;Deutsche Literatur
GF 8211;Primärliteratur;17.97;Texte eines einzelnen Autors
GF 8212;Sekundärliteratur;18.10;Deutsche Literatur
GF 8225;Gesamtausgaben;18.10;Deutsche Literatur
GF 8225;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 8226;Einzelausgaben;18.10;Deutsche Literatur
GF 8226;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 8227;Übersetzungen;18.10;Deutsche Literatur
GF 8227;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 8228;Sekundärliteratur;18.10;Deutsche Literatur
GF 8233;Gesamtausgaben;18.10;Deutsche Literatur
GF 8233;Gesamtausgaben;17.97;Texte eines einzelnen Autors
GF 8234;Einzelausgaben;18.10;Deutsche Literatur
GF 8234;Einzelausgaben;17.97;Texte eines einzelnen Autors
GF 8235;Übersetzungen;18.10;Deutsche Literatur
GF 8235;Übersetzungen;17.97;Texte eines einzelnen Autors
GF 8236;Sekundärliteratur;18.10;Deutsche Literatur
GF 6760;Gesamtausgaben;18.10;Deutsche Literatur
GF 6760;Einzelausgaben;18.10;Deutsche Literatur
GF 6760;Übersetzungen;18.10;Deutsche Literatur
GF 6760;Sekundärliteratur;18.10;Deutsche Literatur
GF 6765;Gesamtausgaben;18.10;Deutsche Literatur
GF 6766;Einzelausgaben;18.10;Deutsche Literatur
GF 6767;Übersetzungen;18.10;Deutsche Literatur
GF 6767;Sekundärliteratur;18.10;Deutsche Literatur
GF 6772;Gesamtausgaben;18.10;Deutsche Literatur
GF 6773;Einzelausgaben;18.10;Deutsche Literatur
GF 6774;Übersetzungen;18.10;Deutsche Literatur
GF 6775;Sekundärliteratur;18.10;Deutsche Literatur
GF 6787;Gesamtausgaben;18.10;Deutsche Literatur
GF 6788;Einzelausgaben;18.10;Deutsche Literatur
GF 6789;Übersetzungen;18.10;Deutsche Literatur
GF 6790;Sekundärliteratur;18.10;Deutsche Literatur
GF 6795;Gesamtausgaben;18.10;Deutsche Literatur
GF 6796;Einzelausgaben;18.10;Deutsche Literatur
GF 6797;Übersetzungen;18.10;Deutsche Literatur
GF 6798;Sekundärliteratur;18.10;Deutsche Literatur
GF 6822;Gesamtausgaben;18.10;Deutsche Literatur
GF 6823;Einzelausgaben;18.10;Deutsche Literatur
GF 6824;Übersetzungen;18.10;Deutsche Literatur
GF 6825;Sekundärliteratur;18.10;Deutsche Literatur
GF 6846;Gesamtausgaben;18.10;Deutsche Literatur
GF 6847;Einzelausgaben;18.10;Deutsche Literatur
GF 6848;Übersetzungen;18.10;Deutsche Literatur
GF 6849;Sekundärliteratur;18.10;Deutsche Literatur
GF 6897;Gesamtausgaben;18.10;Deutsche Literatur
GF 6898;Einzelausgaben;18.10;Deutsche Literatur
GF 6899;Übersetzungen;18.10;Deutsche Literatur
GF 6900;Sekundärliteratur;18.10;Deutsche Literatur
GF 6906;Gesamtausgaben;18.10;Deutsche Literatur
GF 6907;Einzelausgaben;18.10;Deutsche Literatur
GF 6908;Übersetzungen;18.10;Deutsche Literatur
GF 6909;Sekundärliteratur;18.10;Deutsche Literatur
GF 6919;Gesamtausgaben;18.10;Deutsche Literatur
GF 6920;Einzelausgaben;18.10;Deutsche Literatur
GF 6921;Übersetzungen;18.10;Deutsche Literatur
GF 6922;Sekundärliteratur;18.10;Deutsche Literatur
GF 6929;Gesamtausgaben;18.10;Deutsche Literatur
GF 6930;Einzelausgaben;18.10;Deutsche Literatur
GF 6931;Übersetzungen;18.10;Deutsche Literatur
GF 6932;Sekundärliteratur;18.10;Deutsche Literatur
GF 6945;Gesamtausgaben;18.10;Deutsche Literatur
GF 6946;Einzelausgaben;18.10;Deutsche Literatur
GF 6947;Übersetzungen;18.10;Deutsche Literatur
GF 6948;Sekundärliteratur;18.10;Deutsche Literatur
