sourcenotation;targetnotation;type
4073497-3;sh85058062;close
4402520-8;sh99004704;close
4826506-8;sh85012863;close
4648545-4;sh2007002914;close
4557883-7;sh85012650;close
4353141-6;sh00000070;close
4594786-7;sh2007002829;close
4406086-5;sh88021402;close
4643288-7;sh00007205;close
4183662-5;sh85128684;close
4183664-9;sh85128687;close
4183677-7;sh87007618;close
4137960-3;sh88020024;close
4639918-5;sh85052586;close
4195272-8;sh88022056;close
4302010-0;sh88022052;close
4347674-0;sh85000708;close
4768674-1;sh2006002256;close
4146714-0;sh88023222;close
4148087-9;sh88023233;close
4513443-1;sh88023234;close
4279950-8;sh88023235;close
4229631-6;sh94006563;close
4224051-7;sh88023239;close
4224050-5;sh88023238;close
4224049-9;sh88023237;close
4220742-3;sh94005996;close
4297106-8;sh94005997;close
4505224-4;sh88021326;close
4060595-4;sh85101517;close
4112620-8;sh85101517;close
4116505-6;sh2005005589;close
4116509-3;sh2001008186;close
4047770-8;sh85070736;close
4058716-2;sh85122415;close
4027005-1;sh85064867;close
4154770-6;sh85097292;close
4299805-0;sh95007855;close
4035441-6;sh85015758;close
4027107-9;sh85066566;close
4145436-4;sh85101288;close
4694680-9;sh2002009417;close
4339230-1;sh85042623;close
4122273-8;sh85022832;close
4327113-3;sh85105647;close
4804195-6;sh2007000264;close
4193789-2;sh85066661;close
4762284-2;sh88021923;close
4169769-8;sh88023284;close
4122910-1;sh85013454;close
4143294-0;sh85009098;close
4268608-8;sh85089485;close
4250518-5;sh88021419;close
4720241-5;sh88021301;close
4293088-1;sh88021302;close
4605133-8;sh94009050;close
4309761-3;sh88023290;close
4667078-6;sh85089185;close
4663410-1;sh2007010418;close
4399224-9;sh2007004205;close
4615910-1;sh85104889;close
4615914-9;sh85080844;close
4656882-7;sh95003473;close
4615900-9;sh85144969;close
4463987-9;sh85042619;close
4463987-9;sh85042619;close
4463986-7;sh85048447;close
4306863-7;sh85074697;close
4273709-6;sh85012803;close
4264204-8;sh85006108;close
4349388-9;sh85012653;close
4294248-2;sh85039047;close
4026201-7;sh87003719;close
4179344-4;sh93004694;close
7689320-0;sh88021939;close
7689238-4;sh88022923;close
7688861-7;sh85016031;close
7674524-7;sh85098697;close
4252939-6;sh85057875;close
7658563-3;sh2008005037;close
4475065-1;sh85089583;close
4373057-7;sh85090194;close
7570568-0;sh88007694;close
4322093-9;sh85122152;close
4128422-7;sh88005860;close
7551935-5;sh91005470;close
4102113-7;sh85095286;close
7644009-6;sh85080938;close
7610268-3;sh2007009491;close
7609953-2;sh2002006270;close
7572611-7;sh94000408;close
7572608-7;sh2003003243;close
7556420-8;sh2002009786;close
7551937-9;sh85142580;close
7524512-7;sh2003003217;close
7524492-5;sh2003005919;close
4843526-0;sh91004618;close
4753783-8;sh2004009373;close
4752680-4;sh85079851;close
4622375-7;sh85013532;close
4622220-0;sh85089482;close
4129995-4;sh85111445;close
4113845-4;sh85148637;close
4297957-2;sh85097064;close
4071280-1;sh85097292;close
4074658-6;sh85081875;close
4623124-9;sh2008107497;close
4174687-9;sh85102008;close
4303251-5;sh97001746;close
4146801-6;sh85106741;close
4124286-5;sh85082013;close
4124559-3;sh85124134;close
4126417-4;sh85111806;close
4127514-7;sh2008005579;close
4127947-5;sh85088019;close
4130833-5;sh2005002278;close
4131150-4;sh85101540;close
4131243-0;sh85087576;close
4169978-6;sh85045976;close
4131306-9;sh85045975;close
4736334-4;no2003007250;close
7677986-5;sh85023262;close
4130781-1;sh85111006;close
4607958-0;sh88023298;close
4636119-4;sh85092765;close
4326168-1;sh85092763;close
4172048-9;sh88021385;close
4638626-9;sh2007005762;close
4646308-2;sh2007002920;close
4643291-7;sh85111553;close
4135010-8;sh85087678;close
4312087-8;sh2007002973;close
4628856-9;sh88021873;close
4140149-9;sh97002619;close
4140692-8;sh85131230;close
4608536-1;sh88021483;close
4188090-0;sh85030928;close
4350941-1;sh89003043;close
4607144-1;sh88023280;close
4601488-3;sh88021305;close
4193790-9;sh85008131;close
4351945-3;sh2007002845;close
4351946-5;sh85105645;close
4353140-4;sh2005004621;close
4315316-1;sh2003000190;close
4141831-1;sh2003001493;close
4276389-7;sh85113381;close
4401426-0;sh85113381;close
4255731-8;sh91000408;close
4147839-3;sh85009544;close
4171834-3;sh85091698;close
4413445-9;sh85095344;close
4176407-9;sh85109203;close
4751271-4;sh85113942;close
4181585-3;sh90005005;close
4183676-5;sh85128696;close
4476320-7;sh97007920;close
4671195-8;sh85138639;close
4430703-2;sh86003736;close
4392681-2;sh92003786;close
4367968-7;sh94000077;close
4288852-9;sh95000379;close
4613999-0;sh99004625;close
4588954-5;sh00001887;close
4201880-8;sh89000746;close
4146846-6;sh85017610;close
7635317-5;sh00009577;close
4392566-2;sh94000088;close
4136003-5;sh85137543;close
4173660-6;sh85099392;close
4654105-6;sh2001005548;close
4183678-9;sh85128700;close
7553225-6;sh85130330;close
7517769-9;sh85073922;close
4147282-2;sh85020073;close
4356796-4;sh85036637;close
4078215-3;sh85134191;close
4355416-7;sh90001774;close
4274527-5;sh93001443;close
4384385-2;sh85135181;close
4602811-0;sh85020540;close
4152071-3;sh85042776;close
4319781-4;sh85035628;close
4503430-8;sh85037708;close
4169766-2;sh85084719;close
4375913-0;sh85089200;close
4143174-1;sh85020019;close
4252190-7;sh85102150;close
4653842-2;sh85045502;close
4301114-7;sh98003091;close
4168166-6;sh94002774;close
4184154-2;sh89007060;close
4255785-9;sh90001200;close
4332433-2;sh2007003071;close
4274583-4;sh94009377;close
4268563-1;sh85020747;close
4695749-2;sh00009274;close
4256588-1;sh2007004820;close
4154591-6;sh94009157;close
4131066-4;sh85084629;close
4329142-9;sh85134842;close
4274417-9;sh89005967;close
4331762-5;sh93006845;close
4173704-0;sh85099645;close
4141237-0;sh85000458;close
4171974-8;sh85092209;close
4147838-1;sh85024593;close
4227956-2;sh85137404;close
4265442-7;sh94005574;close
7735295-6;sh2005008327;close
7735293-2;sh88022533;close
7735278-6;sh98003475;close
7559306-3;sh88002277;close
4677482-8;sh85003710;close
4311481-7;sh92001105;close
4286887-7;sh93004755;close
4540874-9;sh2003001083;close
4544298-8;sh2008004500;close
7631018-8;sh2003001149;close
7739072-6;sh85092800;close
7725053-9;sh2004010872;close
7718983-8;sh85024532;close
4198671-4;sh85058389;close
7739572-4;sh2010007274;close
4190363-8;sh85148765;close
4571770-9;sh85146053;close
7516476-0;sh2006008128;close
4521853-5;sh85048662;close
4253003-9;sh85097830;close
4181197-5;sh85060310;close
4180592-6;sh85060578;close
4288370-2;sh92000592;close
4414549-4;sh2010013961;close
4145976-3;sh94008942;close
4291354-8;sh85128166;close
7555279-6;sh98007877;close
7731690-3;sh88022251;close
7731462-1;sh85037082;close
7726698-5;sh88022601;close
7725205-6;sh2008003669;close
7718057-4;sh88022446;close
7697378-5;sh85084459;close
7716511-1;sh88022469;close
7714728-5;sh2009007666;close
7713485-0;sh2010009723;close
7713483-7;sh85021600;close
7713480-1;sh88022349;close
7707114-1;sh85078337;close
4297788-5;sh96002537;close
4113656-1;sh85052572;close
7697267-7;sh93006953;close
7697257-4;sh88022089;close
7696969-1;sh88022953;close
7696908-3;sh85110285;close
4294087-4;sh85045007;close
4293013-3;sh95009165;close
4668970-9;sh85068765;close
4173710-6;sh85099649;close
4206982-8;sh85003338;close
4328340-8;sh85013382;close
4112743-2;sh85001510;close
4003982-1;sh85009793;close
4014986-9;sh85042997;close
4027274-6;sh88006165;close
4066571-9;sh85118577;close
7697379-7;sh2010000777;close
4258930-7;sh88023227;close
4341979-3;sh88022191;close
4259661-0;sh90000734;close
4313896-2;sh87000993;close
4261976-2;sh85051577;close
4285568-8;sh85026525;close
4169772-8;sh85084864;close
4524671-3;sh85092152;close
4255717-3;sh85098555;close
4415806-3;sh88023296;close
4191041-2;sh88023367;close
4399790-9;sh85004569;close
4278729-4;sh95001610;close
4471401-4;sh85034429;close
4603766-4;sh89000285;close
4317374-3;sh88022064;close
4224180-7;sh87001681;close
4275381-8;sh91003669;close
4242702-2;sh85015768;close
4330659-7;sh85036363;close
4128086-6;sh85082227;close
4176637-4;sh85109743;close
7740536-5;sh88022738;close
7740315-0;sh88023128;close
7740311-3;sh85009158;close
7740184-0;sh85004298;close
7739973-0;sh85058003;close
4414983-9;sh85078995;close
7718125-6;sh85133448;close
4708533-2;sh85133445;close
4304678-2;sh2010014098;close
7635617-6;sh99011532;close
4462776-2;sh2006006984;close
4359297-1;sh85000387;close
4487045-0;sh85057807;close
4348454-2;sh2010110294;close
7577563-3;sh2010006886;close
4188378-0;sh88006147;close
4579516-2;sh2008121414;close
4325462-7;sh2010117166;close
4114218-4;sh85101729;close
4229016-8;sh85138012;close
4058020-9;sh85129122;close
4158562-8;sh92005165;close
4800256-2;sh89001057;close
4432494-7;sh85012503;close
4227505-2;sh2003002984;close
7611153-2;sh85071798;close
4209987-0;sh85006067;close
4478855-1;sh85071527;close
4304950-3;sh85072764;close
4815075-7;sh2005002203;close
7524588-7;sh97002991;close
4655057-4;sh2003009996;close
4655058-6;sh2003009761;close
4655056-2;sh2009001070;close
4178853-9;sh85052742;close
4178853-9;sh99003531;close
4172323-5;sh96005261;close
4667705-7;sh94002940;close
7678043-0;sh85099560;close
7526618-0;sh99011314;close
4659077-8;sh2001002567;close
7526619-2;sh99011312;close
4184375-7;sh89005756;close
4466819-3;sh2006005853;close
7573071-6;sh2002007216;close
7586222-0;sh2001002388;close
7678047-8;sh2008002686;close
4169169-6;sh85082478;close
7623761-8;sh2005000124;close
4831781-0;sh98005536;close
7694541-8;sh2004009814;close
7709524-8;sh2009006668;close
4573722-8;sh85003514;close
4670664-1;sh91001995;close
4386048-5;sh91003927;close
7723108-9;sh85103667;close
7667431-9;sh85020019;close
7686657-9;sh2009002732;close
7696278-7;sh97001501;close
4162884-6;sh85003531;close
7699034-5;sh96004549;close
7705997-9;sh85003058;close
4794940-5;sh2006000812;close
4410293-8;sh2006000765;close
4076762-0;sh85114675;close
7623176-8;sh2006002027;close
4582131-8;sh92003971;close
4424799-0;sh00000659;close
7585374-7;sh85061879;close
4189737-7;sh86000090;close
4805859-2;sh2003002068;close
7557120-1;sh00000685;close
4827878-6;sh85033454;close
4154957-0;sh85049644;close
4364277-9;sh85070525;close
4364049-7;sh85070525;close
4139331-4;sh85094914;close
4535126-0;sh85077158;close
4408881-4;sh93004101;close
4512814-5;sh85082384;close
4162750-7;sh2003007091;close
4142457-8;sh95008970;close
4454597-6;sh2004002237;close
4153634-4;sh95010354;close
4396905-7;sh85029646;close
4271492-8;sh85121753;close
4098012-1;sh85053546;close
4418626-5;sh2001005541;close
4471116-5;sh85016982;close
4020291-4;sh85054278;close
4535418-2;sh85094426;close
4215816-3;sh2001008821;close
4066886-1;sh85115968;close
4359225-9;sh85066361;close
4341829-6;sh85072099;close
4468632-8;sh85074151;close
4102131-9;sh85095734;close
4120148-6;sh85011204;close
4251785-0;sh89004698;close
7500050-7;sh85132248;close
7555024-6;sh85148962;close
4645929-7;sh85072493;close
4736957-7;sh85072619;close
4275873-7;sh85085462;close
4465955-6;sh85134458;close
4120357-4;sh2007009787;close
4291279-9;sh85095617;close
7629267-8;sh85148843;close
7540523-4;sh2006006711;close
4120287-9;sh85091848;close
7688933-6;sh2003006189;close
4120178-4;sh2003000171;close
4461798-7;sh98003426;close
4347210-2;sh85003127;close
7609234-3;sh2009001351;close
4120106-1;sh86002298;close
4358467-6;sh2005000174;close
4292777-8;sh85015565;close
4273140-9;sh85011177;close
4831733-0;sh2006007240;close
4322557-3;sh85011064;close
4134726-2;sh85138866;close
4272982-8;sh97005179;close
7688307-3;sh96004867;close
4690193-0;sh85010986;close
4120303-3;sh88006803;close
4227404-7;sh85035400;close
4202783-4;sh92005056;close
4780596-1;sh85015502;close
4784900-9;sh2004006904;close
4780305-8;sh85011141;close
4472972-8;sh86000904;close
4509307-6;sh85011488;close
4807976-5;sh85077197;close
4605656-7;sh85053584;close
4605661-0;sh85079988;close
4454619-1;sh98003462;close
4085895-9;sh85006981;close
4521148-6;sh85046963;close
4719962-3;sh85080105;close
4355445-3;sh85023225;close
4278399-9;sh85098891;close
4085063-8;sh85019277;close
7600374-7;sh85121128;close
4120145-0;sh85009779;close
4770785-9;sh85022767;close
4766614-6;sh85022232;close
4783582-5;sh85072299;close
4525688-3;sh85071873;close
4644969-3;sh85025478;close
4213939-9;sh85127288;close
7604339-3;sh2004014053;close
7654760-7;sh2006005192;close
4534651-3;sh85076978;close
4536148-4;sh92004531;close
4287687-4;sh85035391;close
4299747-1;sh85070689;close
4555119-4;sh98001334;close
4593970-6;sh00007291;close
7599846-4;sh2008001038;close
4680620-9;sh2003000182;close
4680621-0;sh85080421;close
4612100-6;sh85090471;close
4554280-6;sh99004934;close
7500870-1;sh85035619;close
4543320-3;sh85038277;close
4666252-2;sh2002009986;close
4250418-1;sh85002509;close
4220646-7;sh85100756;close
4497662-8;sh85064428;close
4718354-8;sh97008872;close
4423656-6;sh85071475;close
4370872-9;sh85135578;close
4436047-2;sh85097431;close
4284810-6;sh85080630;close
4252938-4;sh85080533;close
4281584-8;sh85148974;close
4605647-6;sh85013996;close
4356789-7;sh85036693;close
4415117-2;sh85025887;close
4417348-9;sh85053189;close
4120239-9;sh85073981;close
4835342-5;sh2005002050;close
4418841-9;sh85040360;close
4219597-4;sh85058046;close
4484429-3;sh85125617;close
7562579-9;sh2002010066;close
7618353-1;sh2008003184;close
4407494-3;sh85047090;close
4785520-4;sh2005008574;close
4723305-9;sh92001499;close
4284288-8;sh91006071;close
4365621-3;sh2005005349;close
4358769-0;sh96004862;close
4772035-9;sh85052728;close
4281579-4;sh85094489;close
4248680-4;sh92005260;close
4454365-7;sh92004890;close
4459190-1;sh85119706;close
4689881-5;sh85053602;close
7571979-4;sh2004005186;close
4462418-9;sh85055605;close
4630015-6;sh85055672;close
4783580-1;sh00008826;close
7558925-4;sh85111251;close
7566239-5;sh85073376;close
7726848-9;sh2008001655;close
4816517-7;sh2003006251;close
4832851-0;sh99014211;close
4567144-8;sh96007026;close
4319095-9;sh85100522;close
4466260-9;sh2002008729;close
4388876-8;sh2002008729;close
4140344-7;sh2008111308;close
4155045-6;sh85113043;close
4700698-5;sh85073964;close
4156197-1;sh85005357;close
4131213-2;sh85037899;close
4173245-5;sh85037909;close
4735669-8;sh85144388;close
4173061-6;sh85096553;close
4293831-4;sh85060414;close
4500954-5;sh2009010988;close
4143067-0;sh90002197;close
4140990-5;sh91000173;close
4140987-5;sh85052329;close
4141000-2;sh85052329;close
4031996-9;sh85029371;close
7578679-5;sh2005008584;close
4128781-2;sh85067665;close
4035695-4;sh85076786;close
4224180-7;sh87001681;close
4140994-2;sh85000129;close
4033335-8;sh85071200;close
4270406-6;sh85061932;close
4158640-2;sh85067107;close
4232734-9;sh2006020167;close
4042421-2;sh2006004988;close
4258104-7;sh85141164;close
4264165-2;sh85083385;close
4181533-6;sh85067113;close
4304016-0;sh94008345;close
4189867-9;sh85146632;close
4057630-9;sh85128181;close
4037612-6;sh85081369;close
4168923-9;sh85081369;close
4352479-5;sh2007000125;close
4115765-5;sh92005712;close
4130366-0;sh85066514;close
4057621-8;sh97003887;close
4501519-3;sh93001498;close
4436017-4;sh86007162;close
4161062-3;sh85063694;close
4155054-7;sh2002009792;close
4184546-8;sh85026719;close
4278343-4;sh2001002975;close
4191506-9;sh2010000689;close
4310433-2;sh85031508;close
4124925-2;sh85014244;close
4675167-1;sh85071338;close
4346349-6;sh96000276;close
4584786-1;sh90002737;close
7699738-8;sh2008001311;close
4732669-4;sh85122494;close
4666566-3;sh2010006474;close
4654531-1;sh96005072;close
4496300-2;sh85002785;close
4719574-5;sh85003001;close
4398871-4;sh85031312;close
4038974-1;sh85075570;close
7746506-4;sh88022510;close
7746375-4;sh85149627;close
7746071-6;sh00003455;close
7743987-9;sh85035810;close
7743940-5;sh96002679;close
7743749-4;sh2002008939;close
7742665-4;sh2003011156;close
7741823-2;sh85008664;close
7741819-0;sh85097572;close
4165793-7;sh2009005652;close
7574906-3;sh2010007441;close
4205391-2;sh85003529;close
4141475-5;sh87000001;close
4767091-5;sh2006008469;close
4630739-4;sh85006344;close
4817949-8;sh85007095;close
4555154-6;sh85008656;close
7586391-1;sh93008415;close
4288481-0;sh94003841;close
7524673-9;sh85054783;close
4294066-7;sh85057194;close
4563960-7;sh85040564;close
7671078-6;sh88004577;close
4654775-7;sh85073116;close
4484264-8;sh2001007502;close
7572265-3;sh85096900;close
4302463-4;sh85100767;close
4539828-8;sh2008001682;close
4824513-6;sh2006003626;close
4294067-9;sh87001033;close
4699149-9;sh85126300;close
4257118-2;sh85134436;close
4445306-1;sh85139407;close
4487770-5;sh85013195;close
4529578-5;sh85018060;close
4012386-8;sh92001030;close
4145584-8;sh85044514;close
4204326-8;sh85012506;close
4236122-9;sh85126020;close
4139721-6;sh85030761;close
4816831-2;sh85025960;close
4151977-2;sh85042458;close
4460387-3;sh88007805;close
4693397-9;sh85010701;close
7608091-2;sh85010700;close
4650448-5;sh85010702;close
7608049-3;sh85010704;close
7531635-3;sh85010759;close
4254517-1;sh85010967;close
4143918-1;sh93007179;close
7647540-2;sh89001748;close
4266646-6;sh2006005142;close
4147181-7;sh85018786;close
7690853-7;sh2007000607;close
7554266-3;sh2008009493;close
7642667-1;sh2008009493;close
4210157-8;sh85085784;close
4525496-5;sh85085784;close
4485703-2;sh85085784;close
4239903-8;sh85085784;close
7751954-1;sh2007000587;close
7751373-3;sh2005005940;close
4377539-1;sh85003963;close
4148136-7;sh85027514;close
4145916-7;sh85075437;close
4171625-5;sh85091201;close
4262736-9;sh2008008196;close
4005255-2;sh85031520;close
4165298-8;sh85012125;close
4682997-0;sh85059264;close
4379132-3;sh85016184;close
7746662-7;sh85015716;close
4202709-3;sh85054932;close
4163287-4;sh85019982;close
4274171-3;sh00005411;close
4122156-4;sh98001391;close
4123316-5;sh2004005503;close
7558548-0;sh2001008181;close
4121585-0;sh2010008639;close
4787914-2;sh00007333;close
4128996-1;sh98003603;close
4295824-6;sh2001005660;close
4128918-3;sh2001008185;close
4215510-1;sh2002009370;close
4155211-8;sh00008712;close
4579996-9;sh99002737;close
4300352-7;sh00007428;close
7558688-5;sh00008836;close
7558547-9;sh00008837;close
4203129-1;sh85072394;close
4203127-8;sh85098884;close
4202869-3;sh85109793;close
4061257-0;sh85115347;close
4129450-6;sh85072688;close
4202868-1;sh97007566;close
4131825-0;sh00007347;close
4229581-6;sh2001008176;close
4121117-0;sh98003550;close
4812174-5;sh98003558;close
4132865-6;sh98003564;close
