sourcenotation;targetnotation;type
4002518-4;639.34;close
4002525-1;2--4471;exact
4002528-7;305.8927;close
4002560-3;2--41748;exact
4002567-6;331;close
4002581-0;322.2;close
4002582-2;371.82623;close
4002583-4;306.8508623;broad
4002587-1;1--08623;close
4002587-1;331.4;broad
4002587-1;305.4823;close
4002588-3;305.23508623;broad
4002589-5;303.484083;broad
4002590-1;305.2308623;close
4002592-5;305.562;broad
4002594-9;3C--352623;broad
4002608-5;338.69;close
4002608-5;331.8801;broad
4002610-3;796.0943;broad
4002610-3;796.08623;close
4002613-9;658;broad
4002617-6;306.34;close
4002617-6;344.01;related
4002617-6;658.315;broad
4002620-6;338.706;broad
4002620-6;331.89406;close
4002623-1;158.7;related
4002623-1;331.11;close
4002623-1;344.01;related
4002627-9;331.21649;broad
4002627-9;344.0121649;related
4002639-5;658.54;close
4002641-3;331.2;exact
4002641-3;344.012;broad
4002641-3;658.312;close
4002641-3;1--0683;broad
4002643-7;158.72;close
4002643-7;331.256;broad
4002647-4;331.120424;close
4002647-4;354.927;broad
4002650-4;352.64;broad
4002655-3;331.0112;broad
4002657-7;331.2598;close
4002657-7;344.012598;broad
4002660-7;342.083;broad
4002660-7;344.0162;related
4002663-2;331.12042;broad
4002663-2;344.0112042;related
4002689-9;344.010269;broad
4002691-7;344.010269;broad
4002692-9;331;related
4002692-9;658.314;broad
4002699-1;616.9803;broad
4002702-8;306.34;broad
4002708-9;331.123;close
4002709-0;658.3134;broad
4002716-8;331.1173;related
4002716-8;365.34;broad
4002718-1;331.700712;broad
4002719-3;658.314;related
4002723-5;331.2552;broad
4002725-9;331.2552;broad
4002728-4;305.90694;close
4002728-4;331.137804;broad
4002728-4;1--086941;close
4002728-4;362.8994;broad
4002730-2;306.361;broad
4002730-2;331.137;close
4002733-8;331.12;exact
4002733-8;331.13;broad
4002737-5;331.12042;close
4002737-5;331.1377;related
4002737-5;344.0112042;broad
4002741-7;616.9803;close
4002741-7;613.62;broad
4002747-8;331.123;exact
4002752-1;650.1;related
4002752-1;651.3;broad
4002757-0;612.042;close
4002759-4;331.256;broad
4002760-0;331.256;related
4002760-0;621.322;broad
4002760-0;651.2;related
4002762-4;620.8;broad
4002764-8;650.14;broad
4002766-1;331.118;close
4002766-1;352.66;related
4002767-3;158.7;close
4002767-3;331;broad
4002769-7;344.01;broad
4002771-5;363.11;close
4002774-0;391;broad
4002774-0;604.7;related
4002775-2;391;related
4002775-2;628.925;broad
4002777-6;338.642;related
4002785-5;658.54;broad
4002786-7;650.11;broad
4002787-9;306.3615;related
4002787-9;306.368;close
4002787-9;338.6;broad
4002792-2;331.25762;related
4002792-2;331.25988;broad
4002792-2;344.012596;related
4002794-6;363.11;broad
4002794-6;616.9803;related
4002799-5;331;broad
4002802-1;344.012;broad
4002804-5;658.503;broad
4002805-7;331.012;related
4002808-2;331;broad
4002811-2;338.16;broad
4002812-4;331.257;broad
4002814-8;331.257;close
4002818-5;158.7;broad
4002818-5;331.012;close
4002818-5;352.66;related
4002818-5;658.31422;close
4002820-3;332.645;broad
4002825-2;579.321;close
4002827-6;930.1;close
4002833-1;709.014;broad
4002844-6;720.92;close
4002849-5;720.92;broad
4002851-3;720;close
4002855-0;778.94;close
4002855-0;779.4;exact
4002856-2;720.711;broad
4002857-4;720.79;close
4002859-8;027;close
4002859-8;026;broad
4002865-3;020.92;broad
4002899-9;153.852;related
4002899-9;168;close
4002899-9;808;broad
4002917-7;149.91;broad
4002917-7;185;close
4002919-0;513;close
4002929-3;2--494333;broad
4002931-1;611.97;broad
4002931-1;612.97;close
4002933-5;519.536;broad
4002937-2;681.114;close
4002937-2;739.3;broad
4002963-3;339.46;close
4003008-8;2--43563;exact
4003011-8;2--432267;broad
4003019-2;2--434122;broad
4003033-7;347.077;broad
4003041-6;546.715;close
4003041-6;549.25;broad
4003041-6;615.925715;related
4003041-6;669.75;close
4003051-9;724.6;broad
4003066-0;573.185;close
4003085-4;616.7223;broad
4003086-6;617.4720597;close
4003090-8;415.5;close
4003090-8;4--55;broad
4003093-3;781.46;broad
4003096-9;791.3092;broad
4003114-7;615.11;close
4003115-9;615.1;close
4003116-0;615.1901;broad
4003120-2;615.10724;broad
4003120-2;615.1900724;close
4003131-7;338.476151;broad
4003134-2;615.7042;close
4003139-1;344.04233;close
4003140-8;362.29;broad
4003147-0;615.7045;close
4003157-3;362.172;broad
4003157-3;610.695;close
4003157-3;610.92;broad
4003163-9;610.73092;broad
4003167-6;362.172;broad
4003178-0;553.672;close
4003178-0;615.92539224;related
4003178-0;666.72;broad
4003179-2;363.738494;close
4003179-2;363.1791;broad
4003180-9;666.72;broad
4003191-3;2--43331;exact
4003193-7;2--43332;exact
4003197-4;2--435615;broad
4003204-8;2--494788;broad
4003211-5;294.544;broad
4003211-5;294.561;related
4003217-6;2--5;exact
4003223-1;204.47;close
4003223-1;294.34447;broad
4003233-4;133.53044;close
4003233-4;133.54;broad
4003239-5;553.27;broad
4003239-5;665.4;related
4003239-5;625.85;broad
4003239-5;625.885;related
4003239-5;620.196;broad
4003239-5;622.337;related
4003255-3;005.456;close
4003264-4;610.7372069;broad
4003269-3;150.1944;broad
4003269-3;153.22;close
4003304-1;522.4;broad
4003305-3;133.5;close
4003305-3;201.61335;broad
4003309-0;527;close
4003309-0;623.89;broad
4003310-7;520.92;close
4003311-9;520;close
4003319-3;681.113;broad
4003326-0;523.01;close
4003329-6;2--4619;exact
4003338-7;342.083;close
4003345-4;621.3136;close
4003354-5;771.1;close
4003358-2;628.925;broad
4003358-2;363.37;related
4003358-2;620.86;broad
4003359-4;615.836;broad
4003360-0;573.239;close
4003360-0;614.592;broad
4003360-0;616.2;close
4003360-0;636.08962;broad
4003364-8;211.8;close
4003364-8;239.7;broad
4003366-1;2--49512;close
4003381-8;613.25;broad
4003385-5;3C--372;broad
4003397-1;2--161;broad
4003397-1;551.5;close
4003404-5;572.47;close
4003404-5;573.2;broad
4003404-5;612.2;exact
4003404-5;636.08922;broad
4003405-7;616.2;broad
4003408-2;573.26;close
4003408-2;611.2;exact
4003408-2;612.2;broad
4003410-0;616.7306515;close
4003410-0;616.73062;broad
4003412-4;539.7;close
4003420-3;201.7275;broad
4003420-3;355.0217;close
4003420-3;355.43;broad
4003422-7;539.14;broad
4003423-9;539.7;close
4003424-0;539.7092;close
4003431-8;355.0217;broad
4003434-3;623.45119;broad
4003434-3;355.825119;close
4003450-1;2--4356382;broad
4003451-3;364.1524;close
4003451-3;345.02524;broad
4003455-0;2--385;exact
4003464-1;4--5018;broad
4003475-6;617.8075;close
4003484-7;577.66;broad
4003486-0;333.75;broad
4003486-0;634.9;related
4003497-5;2--432164;broad
4003504-9;346.065;broad
4003508-6;342.083;broad
4003509-8;202.3;broad
4003509-8;236.8;close
4003516-5;333.7515;broad
4003516-5;634.956;close
4003517-7;346.0482;broad
4003524-4;190.9033;broad
4003524-4;940.25;close
4003524-4;1--09033;broad
4003532-3;641.82;broad
4003543-8;346.022;broad
4003550-5;658.422;close
4003550-5;346.06642;broad
4003551-7;658.422;broad
4003554-2;355.0218;broad
4003557-8;346.02;broad
4003559-1;658.5;broad
4003563-3;658.533;broad
4003570-0;658.3222;broad
4003579-7;617.70232;close
4003583-9;573.88;broad
4003583-9;612.846;close
4003587-6;617.71;close
4003588-8;616.07545;related
4003593-1;617.7;close
4003593-1;618.920977;broad
4003601-7;573.88;broad
4003605-4;617.706;broad
4003612-1;615.7;related
4003612-1;616.92061;broad
4003614-5;2--43375;exact
4003617-0;2--43376;exact
4003622-4;2--494335;broad
4003631-5;255.4;close
4003641-8;2--432161;broad
4003655-8;331.12516491;broad
4003655-8;649.1;related
4003657-1;133.892;close
4003657-1;612.0142;broad
4003660-1;2--4359176;broad
4003661-3;2--4359176;exact
4003672-8;698;close
4003677-7;330.122;related
4003681-9;1--079;broad
4003682-0;344.0795;close
4003686-8;331.124;broad
4003688-1;331.124;broad
4003689-3;331.12;broad
4003698-4;152.384;close
4003698-4;153.69;broad
4003718-6;331.25729;broad
4003724-1;340;related
4003725-3;1--08691;close
4003725-3;323.623;broad
4003730-7;305.8;broad
4003731-9;305.90691;broad
4003731-9;305.4841;close
4003734-4;342.083;broad
4003736-8;331.62082;close
4003742-3;343.05248;close
4003743-5;331.62;close
4003743-5;344.0162;broad
4003746-0;305.235086912;close
4003746-0;1--08691;broad
4003747-2;371.82691;close
4003749-6;378.1982691;close
4003752-6;305.23086912;close
4003752-6;1--08691;broad
4003763-0;343.087;broad
4003772-1;332.673;exact
4003772-1;346.092;broad
4003776-9;658.84;broad
4003779-4;658.1149;related
4003783-6;336.2435;close
4003788-5;370.116;close
4003788-5;378.0162;broad
4003789-7;658.3128;broad
4003806-3;362.74;broad
4003809-9;121.68;related
4003828-2;658.8102;broad
4003832-4;343.087;broad
4003832-4;382;exact
4003832-4;658.84;broad
4003834-8;382.065;related
4003836-1;332.154;close
4003841-5;382.3;close
4003844-0;343.087;broad
4003846-4;327.1;close
4003856-7;337;close
4003857-9;337;broad
4003858-0;343.087;broad
4003864-6;576.839;close
4003869-5;133.8;close
4003873-7;305.90691;broad
4003876-2;331.894;close
4003877-4;414;broad
4003877-4;372.622;related
4003877-4;4--152;broad
4003877-4;4--813;related
4003882-8;576.84;close
4003892-0;669.142;broad
4003900-6;2--94;exact
4003907-9;335.434;broad
4003910-9;342.044;broad
4003920-1;304.82;close
4003932-8;371.94;close
4003935-3;571.973;broad
4003935-3;616.978;close
4003936-5;388.122;close
4003936-5;625.7;broad
4003939-0;3B--09492;broad
4003940-7;615.85122;close
4003942-0;929.88;close
4003944-4;154.7;broad
4003944-4;615.85122;close
4003949-3;629.8;broad
4003953-5;511.35;close
4003953-5;006.3;related
4003957-2;629.8;broad
4003958-4;526.0285;broad
4003961-4;006.454;close
4003966-3;418.020285635;close
4003966-3;006.454;related
4003972-9;512.944;broad
4003974-2;321.023;broad
4003974-2;123.5;related
4003982-1;808.0092;broad
4003984-5;629.277;broad
4003988-2;796.72;close
4003988-2;796.73;broad
4003990-0;171.1;related
4003990-0;303.36;broad
4003991-2;153.42;related
4003991-2;158.1;broad
4003991-2;615.85122;related
4003998-5;2--4459;exact
4004007-0;2--4945243;broad
4004019-7;2--44922;exact
4004037-9;621.51;broad
4004038-0;162;broad
4004040-9;604.245;broad
4004053-7;615.538;close
4004066-5;2--4699;exact
4004067-7;579.323;broad
4004069-0;305.897452;close
4004117-7;615.321;broad
4004117-7;615.535;related
4004117-7;636.0895321;broad
4004135-9;641.71;close
4004135-9;664.02;broad
4004143-8;641.71;related
4004143-8;641.8150284;broad
4004143-8;745.5;related
4004148-7;683.88;broad
4004148-7;643.3;related
4004152-9;338.47664752;close
4004152-9;381.45664752;broad
4004164-5;2--4945663;broad
4004165-7;2--4945663;exact
4004169-4;2--4346432;exact
4004170-0;2--434643;broad
4004174-8;2--4346264;broad
4004176-1;2--4346;exact
4004183-9;747.78;broad
4004183-9;643.52;close
4004183-9;696.182;broad
4004191-8;796.345;close
4004203-0;331.7664752;broad
4004221-2;202.12;broad
4004228-5;2--4945497;broad
4004229-7;1--08863;close
4004229-7;630.92;broad
4004237-6;2--56747;close
4004241-8;621.865;close
4004264-9;363.2874;close
4004296-0;579.3;close
4004296-0;616.9201;related
4004301-0;571.993;broad
4004301-0;616.92;close
4004304-6;579.3;close
4004304-6;616.9201;broad
4004332-0;361.4;broad
4004332-0;610.696;related
4004334-4;2--496;exact
4004336-8;690.12;broad
4004336-8;624.17723;close
4004339-3;635.9671;close
4004343-5;3B--1044;broad
4004343-5;808.8144;related
4004343-5;809.144;broad
4004344-7;782.43;broad
4004346-0;613.263;broad
4004351-4;792.8;close
4004356-3;363.2562;broad
4004356-3;531.55;close
4004356-3;620.105;broad
4004356-3;623.51;close
4004361-7;629.132522;related
4004361-7;797.51;broad
4004363-0;688.763;broad
4004363-0;796.3;close
4004380-0;2--7526;exact
4004391-5;2--43318;exact
4004393-9;2--43319;exact
4004402-6;515.732;close
4004420-8;738.142;broad
4004428-2;669.142;broad
4004431-2;2--5487;broad
4004432-4;2--593;broad
4004436-1;332.1;close
4004436-1;339.53;broad
4004443-9;332.1092;close
4004448-8;346.025;broad
4004450-6;346.082;broad
4004455-5;332.17;broad
4004458-0;346.082;broad
4004462-2;332.1092;close
4004464-6;332.1752;broad
4004469-5;332.4044;close
4004469-5;332.9;related
4004469-5;769.55;broad
4004470-1;332.1;broad
4004473-7;346.082;close
4004503-1;2--4672;close
4004539-0;2--43153;broad
4004540-7;2--435654;broad
4004541-9;780.9032;broad
4004541-9;724.19;related
4004559-6;2--435954;broad
4004562-6;391.5;broad
4004562-6;646.724;related
4004612-6;552.26;close
4004617-5;2--49432;exact
4004619-9;2--49433;exact
4004620-5;2--49433;broad
4004624-2;005.133;broad
4004624-2;005.268;related
4004627-8;2--4577;exact
4004629-1;726.5;broad
4004629-1;725;related
4004638-2;250;broad
4004639-4;346.0668;broad
4004644-8;305.89992;close
4004646-1;796.323;exact
4004658-8;305.89635;close
4004664-3;2--435951;close
4004668-0;745.5;broad
4004668-0;746;related
4004675-8;617.75;broad
4004681-3;746.662;close
4004687-4;621.31242;close
4004699-0;343.07869;broad
4004704-0;338.7624;broad
4004711-8;573.997;close
4004714-3;617.55;close
4004716-7;617.55;broad
4004722-2;573.377;close
4004723-4;616.37;broad
4004727-1;616.37;close
4004727-1;636.089637;broad
4004728-3;614.5999437;broad
4004728-3;616.99437;close
4004732-5;617.55044;close
4004741-6;621.30284;broad
4004744-1;720.222;broad
4004744-1;692.1;related
4004744-1;729;broad
4004763-5;1--08863;close
4004763-5;630.92;broad
4004763-5;305.563;related
4004767-2;635;broad
4004768-4;631.21;close
4004770-2;306.349;related
4004770-2;307.72;broad
4004775-1;751.7;broad
4004776-3;749.3;broad
4004778-7;551.631;close
4004785-4;692;broad
4004790-8;624.15;broad
4004792-1;624.151;close
4004792-1;625.122;related
4004799-4;346.024;broad
4004802-0;346.024;broad
4004811-1;338.47624;broad
4004812-3;624.092;close
4004812-3;624.1092;broad
4004814-7;332.6;broad
4004821-4;624.17;close
4004821-4;721;broad
4004821-4;690;related
4004822-6;692.5;close
4004845-7;582.16;close
4004845-7;634.97;broad
4004845-7;635.977;close
4004849-4;511.52;close
4004852-4;202.12;broad
4004852-4;202.4;related
4004854-8;690.24;broad
4004910-3;693.8;broad
4004911-5;624.1771;close
4004913-9;729.5;broad
4004915-2;333.3382;related
4004917-6;343.078690269;broad
4004923-1;343.07869;broad
4004927-9;690.24;broad
4004933-4;332.32;broad
4004937-1;332.32;broad
4004940-1;624.1821;related
4004942-5;625;related
4004945-0;624.18;broad
4004945-0;691;close
4004945-0;624.153;related
4004955-3;624;close
4004968-1;2--432147;broad
4004969-3;2--432147;exact
4004973-5;725.94;close
4004973-5;344.094;broad
4004973-5;721.0288;related
4004977-2;692.8;broad
4004985-1;331.7624;broad
4004985-1;624.023;close
4004989-9;549.53;broad
4004990-5;622.34926;close
4005044-0;2--433;exact
4005056-7;2--43315;exact
4005057-9;2--43316;exact
4005078-6;342.068;close
4005081-6;331.119042;broad
4005081-6;352.608;related
4005081-6;352.63;close
4005081-6;305.553;related
4005085-3;352.63082;close
4005085-3;305.4822;related
4005088-9;636.7374;broad
4005092-0;2--4945418;broad
4005104-3;346.045;broad
4005168-7;2--435613;broad
4005172-9;338.47;related
4005177-8;2--435513;broad
4005184-5;1--01;broad
4005184-5;121.68;close
4005194-8;160;related
4005198-5;178;related
4005203-5;153.852;close
4005203-5;808;broad
4005208-4;634.7;close
4005227-8;001.433;close
4005227-8;1--0723;broad
4005232-1;940.27;close
4005233-3;331.25729;broad
4005234-5;571.864;close
4005234-5;612.6;broad
4005237-0;153.94;close
4005237-0;371.262;related
4005248-5;121.4;broad
4005249-7;153.23;close
4005249-7;370.152;broad
4005252-7;128.33;related
4005254-0;345.0234;broad
4005255-2;688.8;broad
4005257-6;152.4;broad
4005265-5;150.1943;close
4005268-0;346.0668;broad
4005271-0;720.87;close
4005275-8;362.40482;broad
4005275-8;362.1786;related
4005275-8;362.40483;broad
4005277-1;796.0456;close
4005277-1;613.71087;broad
4005279-5;1--087;close
4005298-9;342.064;broad
4005305-2;342.066;broad
4005320-9;342.068;broad
4005330-1;573.79;broad
4005330-1;611.98;close
4005332-5;617.58059;close
4005334-9;617.58;broad
4005338-6;617.58;broad
4005346-5;617.58044;broad
4005347-7;658.46;related
4005348-9;2--56925;exact
4005352-0;342.0412;broad
4005359-3;368.4;related
4005367-2;799.232;close
4005371-4;204.2;broad
4005371-4;296.6;related
4005376-3;238.41;broad
4005377-5;371.07;close
4005382-9;338.47687;close
4005382-9;381.45687;broad
4005399-4;628.354;exact
4005402-0;641.84;close
4005406-8;2--493;close
4005413-5;770.11;broad
4005415-9;342.064;broad
4005423-8;2--494538;broad
4005432-9;2--4947844;exact
4005439-1;2--4537;exact
4005442-1;2--4355337;broad
4005488-3;255.106;broad
4005488-3;271.1;related
4005493-7;530.417;broad
4005503-6;2--6683;exact
4005541-3;004.019;close
4005541-3;005.019;broad
4005552-8;615.7882;broad
4005560-7;153.1523;broad
4005565-6;361.06;close
4005571-1;305.8933;close
4005577-2;2--433678;exact
4005581-4;511.352;close
4005611-9;2--45241;exact
4005613-2;625.3;broad
4005613-2;385.6;close
4005614-4;622;close
4005616-8;338.2;close
4005618-1;305.963;broad
4005618-1;630.9143;related
4005618-1;630.92;broad
4005663-6;2--435636;broad
4005674-0;331.7622;broad
4005674-0;622.092;close
4005685-5;2--4355167;broad
4005687-9;226.9;close
4005688-0;343.077;close
4005689-2;363.1481;broad
4005689-2;796.5220289;related
4005689-2;610.737;broad
4005694-6;796.522;close
4005695-8;796.522092;close
4005698-3;2--4341695;exact
4005700-8;2--4947324;broad
4005709-4;070.43;close
4005728-8;2--43155;exact
4005739-2;949.603;broad
4005750-1;327.10904;related
4005750-1;943.087;broad
4005751-3;338.943155402;broad
4005757-4;2--432242;broad
4005759-8;2--7299;exact
4005762-8;2--4945424;exact
4005765-3;2--49454;exact
4005772-0;2--431536;broad
4005782-3;2--494547;close
4005783-5;2--49454;broad
4005807-4;2--434316;exact
4005818-9;553.879;close
4005839-6;2--433711;broad
4005857-8;1--023;close
4005857-8;305.9;related
4005857-8;331.7;close
4005857-8;650.1;related
4005871-2;1--07155;close
4005871-2;331.2592;broad
4005871-2;370.113;close
4005878-5;331.702;close
4005878-5;371.425;broad
4005880-3;1--023;broad
4005884-0;331.590943;broad
4005887-6;153.94;broad
4005895-5;373.246;broad
4005907-8;331.2592;related
4005907-8;331.59;broad
4005910-8;1--0715;close
4005914-5;344.01702;related
4005916-9;344.021;broad
4005918-2;373.246;close
4005920-0;344.04369803;broad
4005920-0;616.9803;close
4005922-4;370.113;broad
4005924-8;370.113;close
4005931-5;306.36;broad
4005932-7;331.44;related
4005935-2;370.113;broad
4005937-6;371.1;broad
4005940-6;796.044;exact
4005941-8;796.044092;close
4005951-0;331.252;related
4005953-4;381.06;broad
4005959-5;345.0243;close
4005959-5;364.143;related
4005961-3;331.702;close
4005962-5;158.6;broad
4005962-5;331.702;close
4005962-5;1--023;broad
4005963-7;331.702;broad
4005964-9;1--071;broad
4005966-2;248.4;broad
4005967-4;347.08;broad
4005972-8;2--44466;exact
4005975-3;355.028;broad
4005975-3;355.49;related
4005978-9;2--494786;broad
4005979-0;331.1;broad
4005979-0;331.125;close
4005982-0;331.12042;broad
4005983-2;331.125;broad
4005986-8;615.8515;close
4005988-1;355.6212;related
4005988-1;658.72;close
4005988-1;1--0687;broad
4005994-7;620.2;broad
4005994-7;621.3892;related
4005996-0;667.9;broad
4005996-0;671.73;close
4005997-2;629.275;broad
4006001-9;347.05;broad
4006005-6;331.59;broad
4006012-3;347.08;broad
4006019-6;133.426;close
4006019-6;204.2;broad
4006020-2;355.028;broad
4006023-8;346.04;broad
4006028-7;331.21;broad
4006032-9;111;broad
4006052-4;025.21;close
4006054-8;363.75;close
4006054-8;265.85;broad
4006054-8;395.23;close
4006066-4;343.042;close
4006070-6;342;broad
4006074-3;634.9;broad
4006077-9;070.5;related
4006077-9;381.45002;broad
4006083-4;345.0277;broad
4006088-3;615.716;broad
4006092-5;302.14;broad
4006111-5;620.136;broad
4006111-5;691.3;close
4006111-5;625.84;related
4006111-5;693.5;broad
4006115-2;721.0445;close
4006115-2;691.3;broad
4006138-3;331.8892;broad
4006141-3;1--07155;close
