fromNotation;x;y;z;toNotation
WI 8878;100;1;100;578.0969
WI 8878;50;3;100;581.969
WI 8878;50;3;100;591.969
WI 8885;100;1;100;578.09691
WI 8885;50;3;100;581.9691
WI 8885;50;3;100;591.9691
WI 8910;100;1;100;578.097
WI 8910;50;3;100;581.97
WI 8910;50;3;100;591.97
WI 8914;;;;
WI 8915;100;2;50;578.097
WI 8915;50;4;50;581.97
WI 8915;50;4;50;591.97
WI 8920;100;1;100;578.0971
WI 8920;50;3;100;581.971
WI 8920;50;3;100;591.971
WI 8925;100;1;100;578.09719
WI 8925;50;3;100;581.9719
WI 8925;50;3;100;591.9719
WI 8930;100;1;100;578.09713-578.09718
WI 8930;50;3;100;581.9713-581.9718
WI 8930;50;3;100;591.9713-591.9718
WI 8935;100;1;100;578.09712
WI 8935;50;3;100;581.9712
WI 8935;50;3;100;591.9712
WI 8940;100;1;100;578.09711
WI 8940;50;3;100;581.9711
WI 8940;50;3;100;591.9711
WI 9010;100;1;100;578.0973
WI 9010;50;3;100;581.973
WI 9010;50;3;100;591.973
WI 9015;100;1;100;578.09741-578.09746
WI 9015;50;3;100;581.9741-581.9746
WI 9015;50;3;100;591.9741-591.9746
WI 9020;100;1;100;578.09747-578.09753
WI 9020;50;3;100;581.9747-581.9753
WI 9020;50;3;100;591.9747-591.9753
WI 9025;100;1;100;578.09754-578.09759
WI 9025;50;3;100;581.9754-581.9759
WI 9025;50;3;100;591.9754-591.9759
WI 9030;100;1;100;578.09771-578.09775
WI 9030;50;3;100;581.9771-581.9775
WI 9030;50;3;100;591.9771-591.9775
WI 9035;100;1;100;578.09776-578.09784
WI 9035;50;3;100;581.9776-581.9784
WI 9035;50;3;100;591.9776-591.9784
WI 9040;25;3;100;578.09761
WI 9040;25;3;100;581.9761
WI 9040;25;3;100;591.9761
WI 9040;50;3;100;578.09766-578.09769
WI 9040;25;3;100;581.9766-581.9769
WI 9040;25;3;100;591.9766-591.9769
WI 9045;100;1;100;578.09762-578.09764
WI 9045;50;3;100;581.9762-581.9764
WI 9045;50;3;100;591.9762-591.9764
WI 9050;100;1;100;578.09786-578.09793
WI 9050;50;3;100;581.9786-581.9793
WI 9050;50;3;100;591.9786-591.9793
WI 9050;25;3;100;578.09796
WI 9050;25;3;100;581.9796
WI 9050;25;3;100;591.9796
WI 9055;50;3;100;578.09794
WI 9055;25;3;100;581.9794
WI 9055;25;3;100;591.9794
WI 9055;50;3;100;578.09795
WI 9055;25;3;100;581.9795
WI 9055;25;3;100;591.9795
WI 9055;50;3;100;578.09797
WI 9055;25;3;100;581.9797
WI 9055;25;3;100;591.9797
WI 9060;100;1;100;578.09798
WI 9060;50;3;100;581.9798
WI 9060;50;3;100;591.9798
WI 9110;50;3;100;578.0972
WI 9110;25;3;100;581.972
WI 9110;25;3;100;591.972
WI 9110;50;3;100;578.098
WI 9110;25;3;100;581.98
WI 9110;25;3;100;591.98
WI 9120;100;1;100;578.0972
WI 9120;50;3;100;581.972
WI 9120;50;3;100;591.972
WI 9130;50;3;100;578.0972
WI 9130;25;3;100;581.972
WI 9130;25;3;100;591.972
WI 9140;100;1;100;578.09728
WI 9140;50;3;100;581.9728
WI 9140;50;3;100;591.9728
WI 9150;100;1;100;578.09729
WI 9150;50;3;100;581.9729
WI 9150;50;3;100;591.9729
WI 9220;100;1;100;578.098
WI 9220;50;3;100;581.98
WI 9220;50;3;100;591.98
WI 9230;50;3;100;578.0987
WI 9230;25;3;100;581.987
WI 9230;25;3;100;591.987
WI 9230;50;3;100;578.0988
WI 9230;25;3;100;581.988
WI 9230;25;3;100;591.988
WI 9240;50;3;100;578.0984
WI 9240;25;3;100;581.984
WI 9240;25;3;100;591.984
WI 9240;50;3;100;578.0985
WI 9240;25;3;100;581.985
WI 9240;25;3;100;591.985
WI 9240;50;3;100;578.0986
WI 9240;25;3;100;581.986
WI 9240;25;3;100;591.986
WI 9250;100;1;100;578.0983
WI 9250;50;3;100;581.983
WI 9250;50;3;100;591.983
WI 9260;100;1;100;578.0981
WI 9260;50;3;100;581.981
WI 9260;50;3;100;591.981
WI 9270;50;3;100;578.0982
WI 9270;25;3;100;581.982
WI 9270;25;3;100;591.982
WI 9270;50;3;100;578.0989
WI 9270;25;3;100;581.989
WI 9270;25;3;100;591.989
WI 9300;100;2;50;578.099
WI 9300;50;4;50;581.99
WI 9300;50;4;50;591.99
WI 9309;100;2;50;578.0995
WI 9309;50;4;50;581.995
WI 9309;50;4;50;591.995
WI 9315;100;1;100;578.0994
WI 9315;50;3;100;581.994
WI 9315;50;3;100;591.994
WI 9340;100;1;100;578.09946
WI 9340;50;3;100;581.9946
WI 9340;50;3;100;591.9946
WI 9350;100;1;100;578.0993
WI 9350;50;3;100;581.993
WI 9350;50;3;100;591.993
WI 9360;100;2;50;578.0995
WI 9360;50;4;50;581.995
WI 9360;50;4;50;591.995
WI 9370;100;2;25;578.0995
WI 9370;50;4;25;581.995
WI 9370;50;4;25;591.995
WI 9380;100;2;50;578.0996
WI 9380;50;4;50;581.996
WI 9380;50;4;50;591.996
WI 9390;100;2;50;578.0996
WI 9390;50;4;50;581.996
WI 9390;50;4;50;591.996
WI 9420;100;1;100;578.0998
WI 9420;50;3;100;581.998
WI 9420;50;3;100;591.998
WI 9420;100;1;100;578.0911
WI 9420;50;3;100;581.911
WI 9420;50;3;100;591.911
WI 9430;100;1;100;578.09113
WI 9430;50;3;100;581.9113
WI 9430;50;3;100;591.9113
WI 9430;100;2;50;578.09981-578.09988
WI 9430;50;4;50;581.9981-581.9988
WI 9430;50;4;50;591.9981-591.9988
WI 9440;100;1;100;578.09982
WI 9440;50;3;100;581.9982
WI 9440;50;3;100;591.9982
WI 9450;100;2;50;578.09719
WI 9450;50;4;50;581.9719
WI 9450;50;4;50;591.9719
WI 9460;100;2;50;578.09981-578.09988
WI 9460;50;4;50;581.9981-581.9988
WI 9460;50;4;50;591.9981-591.9988
WI 9470;100;1;100;578.09989
WI 9470;50;3;100;581.9989
WI 9470;50;3;100;591.9989
WI 9470;100;1;100;578.09116
WI 9470;50;3;100;581.9116
WI 9470;50;3;100;591.9116
WI 9510;50;3;100;579.177
WI 9510;50;4;50;591.77
WI 9520;50;3;100;579.17732
WI 9520;50;3;100;591.7732
WI 9530;50;3;100;579.177324
WI 9530;50;3;100;591.77324
WI 9540;50;3;100;579.177336
WI 9540;50;3;100;591.77336
WI 9550;50;3;100;579.177334
WI 9550;50;3;100;591.77334
WI 9560;50;3;100;579.17738
WI 9560;50;3;100;591.7738
WI 9560;25;4;25;581.9475
WI 9560;25;4;25;591.9475
WI 9570;50;3;100;579.1773
WI 9570;50;3;100;591.773
WI 9580;50;3;100;579.1775
WI 9580;50;3;100;591.775
WI 9590;50;3;100;579.1774
WI 9590;50;3;100;591.774
WI 9595;50;3;100;579.1777
WI 9595;50;3;100;591.777
WK;50;4;50;333.7
WK;50;4;50;363.7
WK 1000;50;4;50;333.7
WK 1000;50;4;50;363.7
WK 1100 - WK 1199;50;4;25;333.7
WK 1100 - WK 1199;50;4;25;363.7
WK 1200;50;4;25;333.7
WK 1200;50;4;25;363.7
WK 1400 - WK 1499;50;4;25;333.7
WK 1400 - WK 1499;50;4;25;363.7
WK 1500;50;4;25;333.70151
WK 1500;50;4;25;333.707
WK 1550;100;2;50;363.7063
WK 1600 - WK 5500;100;2;50;363.73
WK 1600;100;2;50;363.73
WK 1700;100;2;25;363.7
WK 1750;100;1;100;363.74
WK 1800;100;2;50;363.741
WK 1850;100;2;50;363.741
WK 1900;100;2;50;577.277
WK 1950;100;2;25;577.277
WK 2000;100;2;25;363.738
WK 2100;;;;
WK 2200;100;2;50;363.738
WK 2300;100;2;50;363.7384
WK 2300;50;4;50;577.275
WK 3600;100;2;50;363.7384
WK 3600;50;4;50;577.278
WK 3800;100;1;100;363.7382
WK 5000;50;4;50;333.9522
WK 5050;50;4;25;333.9533
WK 5050;50;4;25;581.62
WK 5100;50;4;25;333.9533
WK 5150;50;4;25;333.9543
WK 5150;50;4;25;595.162
WK 5200;50;4;25;333.9543
WK 5200;50;4;25;596.162
WK 5250;50;4;25;333.9543
WK 5250;50;4;25;591.62
WK 5500;100;2;50;363.728
WK 5510;100;2;50;363.7285
WK 5530;50;4;25;363.7287
WK 5550;50;4;25;363.7287
WK 5600;100;2;25;363.728
WK 5700;100;2;50;363.7282
WK 6000;100;2;50;333.72
WK 6100;50;4;50;628.55
WK 6200;50;4;25;628.55
WK 6300;50;4;25;628.55
WK 6400;100;2;50;631.45
WK 6500;100;2;50;363.7394
WK 6600;50;4;50;577.627
WK 6610;50;4;50;628.1685
WK 6630;50;4;50;628.16836
WK 6650;50;4;25;628.168
WK 6670;50;4;25;628.11
WK 6700;50;4;25;628.114
WK 6710;50;4;50;628.1685
WK 6730;50;4;50;628.16836
WK 6750;50;4;25;628.168
WK 6800;50;4;25;363.61
WK 6800;25;4;25;628.1
WK 6900;50;4;50;363.7284
WK 7000;50;4;50;628.53
WK 7100;50;4;50;628.535
WK 7200;50;4;25;628.53
WK 7300;50;4;50;577.276
WK 7300;50;4;50;628.532
WK 7400;100;2;25;363.7063
WK 7450;50;4;50;577.27
WK 7500;50;4;50;581.727
WK 7600;50;4;50;581.7277
WK 7700;50;4;50;581.727
WK 7800;50;4;25;632
WK 8000;50;4;50;591.727
WK 8100;50;4;50;591.7277
WK 8200;50;4;50;591.727
WK 8300;25;4;25;578.65
WK 8500;;;;
WK 8600;50;4;50;363.1799
WK 8700;50;4;50;363.1791
WK 8800;50;4;50;363.78
WK 8900;50;4;50;363.91
WK 8900;50;4;50;363.96
WK 9000;50;4;50;363.7
WK 9100;50;4;50;333.8
WK 9200;50;4;25;363.8
WK 9300;50;4;50;333.78
WK 9400;50;4;50;333.77
WL;100;1;100;580
WL 1000;100;2;50;580.7
WL 1003;100;1;100;580.3
WL 1005;100;2;25;578.012
WL 1006;100;2;25;578.012
WL 1007;100;2;25;578.012
WL 1008;100;1;100;580.14
WL 1030;100;2;50;580.222
WL 1033;100;1;100;581.68
WL 1035;100;1;100;581.632
WL 1036;100;1;100;581.634
WL 1038;100;2;25;581.634
WL 1040 - WL 1080;100;2;25;580.9
WL 1040;100;2;50;580.902
WL 1050;100;1;100;580.9024
WL 1060;100;1;100;580.9031
WL 1070;100;1;100;580.9032
WL 1080;100;2;50;580.9033
WL 1085;100;2;50;580.9033
WL 1086 - WL 1088;100;2;25;580.9033
WL 1086;100;2;25;580.9033
WL 1087;100;2;25;580.9033
WL 1088;100;2;25;580.9033
WL 1089;100;2;25;580.9033
WL 1090 - WL 1093;100;2;25;580.9034
WL 1090;100;2;25;580.12
WL 1092;100;2;25;580.12
WL 1095;100;2;25;580.12
WL 1098;100;2;25;580.12
WL 1100;100;2;25;580.3
WL 1500;100;2;25;580
WL 1700;100;2;50;580.5
WL 2000 - WL 9790;;;;
WL 2000;100;2;25;579
WL 2001;100;2;25;579.012
WL 2002;50;4;25;571.63329
WL 2002;50;4;25;571.829
WL 2002;50;4;25;579.138
WL 2003;100;2;25;579.17
WL 2005 - WL 7735;50;3;100;586
WL 2005 - WL 7735;50;4;25;579
WL 2005;50;3;100;586
WL 2005;50;4;25;579
WL 2006 - WL 2009;;;;
WL 2006;100;1;100;586.094
WL 2007;50;3;100;586.095
WL 2007;50;3;100;586.0994
WL 2008;100;1;100;586.096
WL 2009;100;1;100;586.097
WL 2009;50;3;100;586.098
WL 2010 - WL 4345;;;;
WL 2010;100;1;100;579.8
WL 2011;100;1;100;016.5798
WL 2012;100;1;100;571.638298
WL 2014;100;2;25;579.8
WL 2015;100;2;25;579.8
WL 2016;100;1;100;579.8012
WL 2017;50;3;100;571.633298
WL 2017;50;3;100;571.8298
WL 2017;50;3;100;579.8138
WL 2018;100;2;25;579.817
WL 2020 - WL 2055;;;;
WL 2020;100;1;100;579.8177
WL 2023;100;2;25;579.8176
WL 2025;100;2;25;579.8176
WL 2035;100;1;100;579.8176
WL 2040;100;2;25;579.8176
WL 2045;100;1;100;579.81757
WL 2055;100;2;25;579.8175
WL 2065;;;;
WL 2068;100;1;100;579.8186
WL 2069;100;1;100;579.8029
WL 2071 - WL 2098;;;;
WL 2071;;;;
WL 2073;100;1;100;579.8094
WL 2075;100;2;50;579.8094
WL 2075;50;3;100;579.80948
WL 2077;100;1;100;579.80943
WL 2080;100;1;100;579.80947
WL 2082;50;4;50;579.8094
WL 2084;;;;
WL 2085;100;1;100;579.8095
WL 2087;100;1;100;579.8096
WL 2088;100;1;100;579.8097
WL 2089;100;1;100;579.8098
WL 2091;100;1;100;579.80994
WL 2092;100;1;100;579.80998
WL 2094;100;1;100;579.81778
WL 2098;100;1;100;579.81776
WL 2110 - WL 4345;;;;
WL 2110;100;2;50;579.39
WL 2115;100;2;50;579.39
WL 2120;100;2;25;579.39
WL 2125;100;2;25;579.39
WL 2135;100;2;50;579.39
WL 2140;100;2;25;579.39
WL 2145;100;2;25;579.39
WL 2150;100;2;25;579.39
WL 2155;100;2;25;579.39
WL 2165;100;2;50;579.39
WL 2170;100;2;25;579.39
WL 2175;100;2;25;579.39
WL 2180;100;2;25;579.39
WL 2190;100;2;50;579.39
WL 2195;100;2;25;579.39
WL 2200;100;2;25;579.39
WL 2205;100;2;25;579.39
WL 2210;100;2;25;579.39
WL 2215;100;2;25;579.39
WL 2220;100;2;25;579.39
WL 2225;100;2;25;579.39
WL 2230;100;2;25;579.39
WL 2235;100;2;25;579.39
WL 2240;100;2;25;579.39
WL 2245;100;2;25;579.39
WL 2250;100;2;25;579.39
WL 2255;100;2;25;579.39
WL 2265;100;2;25;579.82
WL 2274;100;1;100;579.86
WL 2275;100;2;50;579.86
WL 2280;100;2;25;579.86
WL 2285;100;2;25;579.86
WL 2290;100;2;25;579.86
WL 2295;100;2;25;579.86
WL 2300;100;2;25;579.86
WL 2305;100;2;25;579.86
WL 2310;100;2;50;579.86
WL 2315;100;2;25;579.86
WL 2320;100;2;25;579.86
WL 2325;100;2;25;579.86
WL 2330;100;2;25;579.86
WL 2340;100;2;50;579.86
WL 2345;100;2;25;579.86
WL 2350;100;2;25;579.86
WL 2355;100;2;25;579.86
WL 2360;100;2;25;579.86
WL 2370;100;2;50;579.86
WL 2375;100;2;25;579.86
WL 2385;100;2;25;579.86
WL 2390;100;2;25;579.86
WL 2400;100;2;25;579.82
WL 2405;100;2;25;579.82
WL 2410;100;2;25;579.82
WL 2415;100;2;25;579.82
WL 2420;100;2;25;579.82
WL 2425;100;2;25;579.82
WL 2435;100;2;25;579.82
WL 2440;100;2;25;579.82
WL 2450;100;2;50;579.87
WL 2455;100;2;25;579.87
WL 2460;100;2;25;579.87
WL 2465;100;2;25;579.87
WL 2475;100;2;50;579.87
WL 2480;100;2;25;579.87
WL 2490;100;2;50;579.87
WL 2495;100;2;25;579.87
WL 2500;100;2;25;579.87
WL 2505;100;2;25;579.87
WL 2510;100;2;25;579.87
WL 2515;100;1;100;579.87
WL 2520;100;2;50;579.87
WL 2525;100;2;25;579.87
WL 2530;100;2;25;579.87
WL 2535;100;2;25;579.87
WL 2540;100;2;25;579.87
WL 2545;100;2;25;579.87
WL 2550;100;2;25;579.87
WL 2560;100;2;50;579.87
WL 2565;100;2;25;579.87
WL 2575;100;2;50;579.87
WL 2580;100;2;25;579.87
WL 2585;100;2;25;579.87
WL 2590;100;2;25;579.87
WL 2595;100;2;25;579.87
WL 2600;100;2;25;579.87
WL 2605;100;2;25;579.87
WL 2610;100;2;25;579.87
WL 2615;100;2;25;579.87
WL 2620;100;2;25;579.87
WL 2625;100;2;25;579.87
WL 2630;100;2;25;579.87
WL 2635;100;2;25;579.87
WL 2640;100;2;25;579.87
WL 2645;100;2;25;579.87
WL 2650;100;2;25;579.87
WL 2655;100;2;25;579.87
WL 2665;100;1;100;579.84
WL 2670;100;2;25;579.84
WL 2675;100;2;25;579.84
WL 2680;100;2;25;579.84
WL 2685;100;2;25;579.84
WL 2690;100;2;25;579.84
WL 2695;100;2;25;579.84
WL 2705;100;1;100;579.83
WL 2710;100;2;50;579.83
WL 2720;100;1;100;579.832
WL 2725;100;2;25;579.832
WL 2730;100;2;25;579.832
WL 2735;100;2;25;579.832
WL 2740;100;2;25;579.832
WL 2745;100;2;25;579.832
WL 2750;100;2;25;579.832
WL 2755;100;2;25;579.832
WL 2760;100;2;25;579.832
WL 2765;100;2;25;579.832
WL 2770;100;2;25;579.832
WL 2775;100;2;25;579.832
WL 2780;100;2;25;579.832
WL 2785;100;2;25;579.832
WL 2795;100;2;25;579.83
WL 2800;100;2;25;579.832
WL 2805;100;2;25;579.832
WL 2810;100;2;25;579.832
WL 2815;100;2;25;579.832
WL 2825;100;1;100;579.833
WL 2830 - WL 2880;100;2;50;579.833
WL 2890;100;2;25;579.83
WL 2895 - WL 2925;100;2;25;579.83
WL 2935;100;2;25;579.83
WL 2940 - WL 2950;100;2;25;579.83
WL 2960;100;2;25;579.83
WL 2965 - WL 2985;100;2;25;579.83
WL 2995;100;2;25;579.83
WL 3000;100;2;25;579.83
WL 3010;100;1;100;579.835
WL 3015;100;2;50;579.835
WL 3020;100;2;25;579.835
WL 3025;100;1;100;579.836
WL 3030;100;2;50;579.835
WL 3035;100;2;25;579.835
WL 3040;100;2;25;579.835
WL 3045;100;2;25;579.835
WL 3050;100;2;25;579.835
WL 3060;100;1;100;579.837
WL 3065;100;2;50;579.837
WL 3070;100;2;25;579.837
WL 3075;100;2;50;579.837
WL 3080;100;2;25;579.837
WL 3085;100;2;25;579.837
WL 3095;100;2;25;579.837
WL 3100;100;2;25;579.837
WL 3110;100;1;100;579.839
WL 3115;100;2;50;579.839
WL 3120;100;2;25;579.839
WL 3125;100;2;25;579.839
WL 3130;100;2;25;579.839
WL 3140;100;1;100;579.85
WL 3141;100;1;100;579.85014
WL 3142;100;1;100;579.8517
WL 3143;100;1;100;579.8509
WL 3145;100;2;50;579.85
WL 3150 - WL 3160;100;2;25;579.85
WL 3170;100;2;50;579.85
WL 3175 - WL 3210;100;2;25;579.85
WL 3220;100;2;50;579.85
WL 3225;100;2;25;579.85
WL 3235;100;2;50;579.85
WL 3240;100;2;25;579.85
WL 3250;100;2;50;579.85
WL 3255;100;2;25;579.85
WL 3265;100;2;50;579.85
WL 3270 - WL 3295;100;2;25;579.85
WL 3305;100;1;100;579.88
WL 3310;100;2;50;579.88
WL 3315 - WL 3350;100;2;25;579.88
WL 3360;100;2;50;579.88
WL 3365 - WL 3385;100;2;25;579.88
WL 3395;100;2;50;579.88
WL 3400;100;2;25;579.88
WL 3410;100;2;50;579.88
WL 3415 - WL 3450;100;2;25;579.88
WL 3460;100;2;50;579.88
WL 3465;100;2;25;579.88
WL 3475;100;2;50;579.88
WL 3480;100;2;25;579.88
WL 3485;100;2;25;579.88
WL 3495;100;2;50;579.88
WL 3500 - WL 3525;100;2;25;579.88
WL 3535;100;1;100;579.887
WL 3540 - WL 3555;100;2;25;579.887
WL 3565;100;1;100;579.888
WL 3570 - WL 3600;100;2;25;579.888
WL 3610;100;1;100;579.89
WL 3615 - WL 3975;100;2;25;579.89
WL 3985 - WL 4345;100;2;50;579.82
WL 4350 - WL 6499;;;;
WL 4350;100;1;100;579.5
WL 4352;100;2;50;579.5
WL 4353;100;1;100;579.5014
WL 4354;50;3;100;571.633295
WL 4354;50;3;100;571.8295
WL 4354;50;3;100;579.5138
WL 4355;100;2;50;579.50222
WL 4356;100;1;100;579.517
WL 4357;50;3;100;579.61632
WL 4358;50;4;50;579.6163
WL 4358;50;4;50;615.95295
WL 4358;50;4;50;615.95296
WL 4359;;;;
WL 4360;100;2;25;579.5
WL 4360;100;2;25;579.6
WL 4365 - WL 4398;;;;
WL 4365;100;1;100;579.5177
WL 4370;100;2;25;579.5176
WL 4375;100;1;100;579.5176
WL 4378;100;1;100;579.51768
WL 4380;100;1;100;579.51757
WL 4385;100;2;50;579.517
WL 4390;50;4;50;634.964
WL 4395;;;;
WL 4396;100;2;50;579.53
WL 4398;100;1;100;579.517857
WL 4450;100;1;100;579.509
WL 4650 - WL 6050;;;;
WL 4650;100;1;100;579.52
WL 4660 - WL 4830;100;2;25;579.52
WL 4840;100;2;25;579.53
WL 4850 - WL 4990;100;2;25;579.53
WL 4970;100;2;25;579.55
WL 5000;100;1;100;579.542
WL 5005;100;2;50;579.542
WL 5010;100;2;50;579.542
WL 5015;100;2;50;579.542
WL 5025;100;1;100;579.546
WL 5030;100;2;50;579.546
WL 5035;100;2;50;579.546
WL 5040;100;2;50;579.546
WL 5045;100;2;25;579.53
WL 5050 - WL 5155;100;2;25;579.53
WL 5160;100;1;100;579.56
WL 5165;100;2;25;579.56
WL 5170;100;2;50;579.562
WL 5175 - WL 5205;100;2;25;579.562
WL 5190;100;1;100;579.563
WL 5215;100;2;50;579.562
WL 5220 - WL 5235;100;2;25;579.562
WL 5245;100;1;100;579.565
WL 5250 - WL 5280;100;2;25;579.565
WL 5255;50;3;100;579.5657
WL 5290;100;2;50;579.567
WL 5295 - WL 5310;100;2;25;579.567
WL 5320;100;2;50;579.564
WL 5325;100;2;25;579.564
WL 5330;100;2;25;579.564
WL 5340;100;2;50;579.56
WL 5345 - WL 5375;100;2;25;579.56
WL 5385;100;2;50;579.56
WL 5390 - WL 5410;100;2;25;579.56
WL 5415;100;2;50;579.56
WL 5420 - WL 5480;100;2;25;579.56
WL 5490;100;2;50;579.567
WL 5495;100;2;25;579.567
WL 5500;100;1;100;579.57
WL 5505;100;1;100;579.578
WL 5510 - WL 5530;100;2;50;579.578
WL 5540;100;2;50;579.57
WL 5545 - WL 5595;100;2;25;579.57
WL 5605;100;2;50;579.57
WL 5610;100;2;25;579.57
WL 5615;100;2;25;579.57
WL 5625;100;2;50;579.57
WL 5630 - WL 5640;100;2;25;579.57
WL 5650;100;2;50;579.567
WL 5655 - WL 5665;100;2;25;579.567
WL 5670;100;1;100;579.59
WL 5675;100;2;50;579.59
WL 5675;50;3;100;579.597
WL 5680 - WL 5770;100;2;25;579.59
WL 5690;100;2;25;579.6
WL 5695;100;2;25;579.597
WL 5700;100;2;25;579.6
WL 5705;100;2;50;579.597
WL 5780;100;1;100;579.599
WL 5785 - WL 5870;100;2;25;579.599
WL 5880;100;2;50;579.59
WL 5885 - WL 5895;100;2;25;579.59
WL 5905;100;2;50;579.59
WL 5910;100;2;25;579.59
WL 5915;100;2;25;579.59
WL 5925;100;1;100;579.592
WL 5930;100;2;50;579.592
WL 5935;100;2;50;579.592
WL 5945;100;1;100;579.593
WL 5950;100;2;50;579.593
WL 5955;100;2;50;579.593
WL 5965;100;1;100;579.55
WL 5975 - WL 6050;100;2;25;579.55
WL 6060 - WL 6499;100;1;100;579.7
WL 6060;100;1;100;579.7
WL 6062 - WL 6079;;;;
WL 6062;50;4;50;579.717699
WL 6064;100;1;100;579.7176
WL 6067;100;1;100;579.71757
WL 6070;100;2;25;579.717
WL 6073;100;2;50;579.71782
WL 6075;100;2;50;579.71782
WL 6077;100;1;100;579.717857
WL 6079;100;2;25;579.717
WL 6080 - WL 6105;;;;
WL 6080;;;;
WL 6082;100;1;100;579.7094
WL 6083;100;2;50;579.7094
WL 6083;50;3;100;579.70948
WL 6085;100;1;100;579.70943
WL 6086;100;2;25;579.70943
WL 6087;100;1;100;579.70947
WL 6090;50;4;50;579.7094
WL 6092;;;;
WL 6094;100;1;100;579.7095
WL 6096;100;1;100;579.7096
WL 6098;100;1;100;579.7097
WL 6099;100;1;100;579.70972
WL 6100;100;1;100;579.7098
WL 6102;100;1;100;579.70994
WL 6105;100;1;100;579.70998
WL 6109 - WL 6499;;;;
WL 6500 - WL 7320;100;1;100;588
WL 6500;100;1;100;588
WL 6501;100;1;100;588.014
WL 6502;50;3;100;571.328
WL 6502;50;3;100;571.828
WL 6502;50;3;100;588.138
WL 6503;100;1;100;588.17
WL 6504 - WL 6519;;;;
WL 6504;100;1;100;588.176
WL 6507;100;1;100;588.1757
WL 6510;100;2;25;588.17
WL 6513;100;2;50;588.1782
WL 6515;100;2;50;588.1782
WL 6519;100;2;25;588.17
WL 6520 - WL 6545;;;;
WL 6520;;;;
WL 6522;100;1;100;588.094
WL 6523;100;2;50;588.094
WL 6523;50;3;100;588.0948
WL 6525;100;1;100;588.0943
WL 6528;100;1;100;588.0947
WL 6530;50;4;50;588.094
WL 6532;;;;
WL 6534;100;1;100;588.095
WL 6536;100;1;100;588.096
WL 6538;100;1;100;588.097
WL 6540;100;1;100;588.098
WL 6542;100;1;100;588.0994
WL 6543;100;2;50;588.099
WL 6545;100;1;100;588.0998
WL 6550 - WL 7320;;;;
WL 6550;100;1;100;588.3
WL 6555 - WL 6810;100;2;25;588.3
WL 6815;100;1;100;588.2
WL 6820 - WL 7320;100;2;25;588.2
WL 6820;100;1;100;588.29
WL 6825;100;2;50;588.29
WL 7325 - WL 7735;100;1;100;587
WL 7325;100;1;100;587
WL 7327;50;3;100;571.327
WL 7327;50;3;100;571.827
WL 7327;50;3;100;587.138
WL 7328;100;1;100;587.17
WL 7333;100;1;100;587.1754
WL 7334;100;1;100;587.176
WL 7335;100;2;50;587.1782
WL 7337;100;2;50;587.1782
WL 7339;100;2;25;587.17
WL 7340 - WL 7354;;;;
WL 7340;;;;
WL 7341;100;1;100;587.0943
WL 7342;100;2;50;587.094
WL 7342;50;3;100;587.0948
WL 7343;100;1;100;587.0947
WL 7344;50;4;50;587.094
WL 7345;;;;
WL 7347;100;1;100;587.095
WL 7350;100;1;100;587.096
WL 7351;100;1;100;587.097
WL 7353;100;1;100;587.098
WL 7354;100;1;100;587.0994
WL 7355 - WL 7735;;;;
WL 7355;50;4;50;561.74
WL 7360;50;4;50;561.74
WL 7365 - WL 7385;50;4;25;561.74
WL 7390;100;1;100;587.9
WL 7395;50;4;50;561.79
WL 7400 - WL 7410;50;4;25;561.79
WL 7415;100;2;50;587.9
WL 7420;100;2;25;587.9
WL 7425;100;2;50;587.9
WL 7430;100;2;25;587.9
WL 7435;50;4;50;561.79
WL 7440 - WL 7455;50;4;25;561.79
WL 7460;100;2;50;587.9
WL 7465;100;2;25;587.9
WL 7470;50;4;50;561.79
WL 7475;100;1;100;587.4
WL 7480;100;2;50;587.4
WL 7480;50;4;50;561.74
WL 7485;100;2;25;587.4
WL 7490;100;2;25;587.4
WL 7495;100;1;100;587.2
WL 7500;100;2;50;587.2
WL 7500;50;4;50;561.72
WL 7505;100;2;25;587.2
WL 7509;100;2;50;587.2
WL 7510;100;2;50;587.2
WL 7515;100;2;50;587.2
WL 7515;50;4;50;561.72
WL 7520;100;2;25;587.2
WL 7525;100;2;50;587.2
WL 7525;50;4;50;561.72
WL 7530;100;2;25;587.2
WL 7535;100;2;25;587.2
WL 7540;100;2;50;587.2
WL 7540;50;4;50;561.72
WL 7545;100;2;25;587.2
WL 7550;100;2;25;587.2
WL 7555;100;2;50;587.2
WL 7560;100;2;25;587.2
WL 7565;100;1;100;587.3
WL 7570 - WL 7735;100;2;25;587.3
WL 7585;50;4;25;561.597
WL 7590;100;2;50;587.33
WL 7595;100;2;25;587.33
WL 7600;100;2;50;587.33
WL 7605 - WL 7625;100;2;25;587.33
WL 7740;100;2;50;580
WL 7740;50;3;100;583
WL 7740;50;3;100;584
WL 7740;50;3;100;585
WL 7750;100;1;100;585
WL 7770;100;2;50;585
WL 7770;50;4;50;561.595
WL 7775 - WL 7815;100;2;25;585
WL 7775 - WL 7815;50;4;25;561.595
WL 7820;50;3;100;585.9
WL 7825;100;1;100;585.9
WL 7830;100;2;50;585.9
WL 7835;50;4;25;561.59
WL 7840;50;4;25;561.59
WL 7845;100;2;50;585.9
WL 7845;50;4;50;561.592
WL 7850 - WL 7872;100;2;25;585.9
WL 7850 - WL 7872;50;4;50;561.592
WL 7875;100;1;100;585.2-585.8
WL 7875;100;2;50;585
