fromNotation;toNotation;type
19201-2;4189935-0;exact
13652-6;4428172-9;related
29845-1;4474079-7;exact
19312-0;4069013-1;broad
13965-6;7624793-4;narrow
13965-6;4004462-2;narrow
13965-6;4004443-9;narrow
13965-6;7587793-4;narrow
13965-6;4203546-6;narrow
13965-6;7587798-3;narrow
13965-6;4398858-1;narrow
13965-6;4290784-6;narrow
13965-6;4221199-2;narrow
13965-6;4589230-1;narrow
13745-6;4121945-4;exact
19272-0;4029578-3;broad
19390-1;4244826-8;narrow
19566-4;4017692-7;exact
29242-3;4314437-8;exact
13050-6;4144318-4;exact
13794-0;7672790-7;related
13794-0;4011469-7;related
13573-2;4187810-3;narrow
19373-1;4173266-2;exact
10410-3;4227466-7;exact
19592-3;4129289-3;exact
18691-6;4280309-3;narrow
13436-5;4468055-7;exact
13436-5;4034399-6;exact
19036-5;4115716-3;exact
16672-6;4193875-6;related
27198-4;102756299X;exact
11101-4;4077830-7;narrow
16768-0;4006432-3;exact
11248-2;4196900-5;narrow
11248-2;4833336-0;narrow
11248-2;4002814-8;narrow
11248-2;4429166-8;narrow
11248-2;4434865-4;narrow
11248-2;4192886-6;narrow
11248-2;4821469-3;narrow
11248-2;4125527-6;narrow
11248-2;4193868-9;narrow
19407-3;4207538-5;exact
10710-5;4540856-7;narrow
10710-5;4180282-2;narrow
12035-0;4426599-2;related
12035-0;4207411-3;related
12035-0;4763321-9;related
12035-0;4247804-2;related
12035-0;4003557-8;related
12035-0;4143426-2;related
12910-1;4159067-3;related
12910-1;4023307-8;related
12910-1;4194069-6;related
15891-6;4237628-2;narrow
13722-4;4233255-2;exact
13722-4;4128564-5;exact
19721-4;4165681-7;narrow
18678-5;4166917-4;related
18678-5;4274884-7;related
12693-4;4017763-4;related
12693-4;4185934-0;related
12980-1;4040146-7;narrow
11659-2;4191289-5;narrow
11151-3;4164642-3;narrow
11151-3;4278303-3;narrow
10931-3;4047105-6;exact
18086-2;4200159-6;related
18086-2;4158981-6;related
19438-6;4048278-9;exact
19438-6;4121550-3;exact
16543-3;4055676-1;related
16543-3;4624181-4;related
11704-2;4057447-7;exact
18277-2;4439160-2;related
21282-3;4219652-8;exact
12612-2;4002741-7;narrow
12612-2;4240884-2;narrow
12612-2;4261799-6;narrow
12612-2;4264898-1;narrow
12612-2;4002699-1;narrow
12612-2;4132937-5;narrow
12612-2;4181599-3;narrow
12612-2;4145031-0;narrow
12612-2;4002757-0;narrow
12612-2;4142646-0;narrow
12612-2;4145030-9;narrow
12612-2;4132930-2;narrow
12612-2;7550586-1;narrow
12612-2;4218188-4;narrow
10524-2;4124594-5;exact
10524-2;4211061-0;exact
24855-2;4129405-1;related
18673-1;4029578-3;broad
16134-6;4143493-6;exact
16134-6;4144756-6;exact
12931-0;4133382-2;related
13084-3;4483706-9;narrow
24704-2;4112443-1;exact
24704-2;4122751-7;exact
24704-2;4353072-2;exact
19557-5;4302100-1;narrow
15265-3;4038974-1;exact
10205-4;4145385-2;exact
10205-4;4040098-0;exact
19828-0;4519495-6;exact
29934-2;4128972-9;exact
12070-5;4127553-6;narrow
12070-5;4127513-5;narrow
12070-5;4687533-5;narrow
12070-5;7672133-4;narrow
12070-5;4135142-3;narrow
12070-5;4124935-5;narrow
15768-5;4304246-6;narrow
15768-5;4200162-6;narrow
12299-1;4464786-4;related
12299-1;4189704-3;related
11184-2;4068809-4;exact
15949-1;4034837-4;related
18004-2;4112575-7;related
18004-2;4113872-7;related
18749-1;4412410-7;exact
12129-5;4172753-8;narrow
12129-5;4183086-6;narrow
12129-5;4267210-7;narrow
29101-0;4728387-7;exact
12656-3;4200252-7;narrow
12656-3;4201832-8;narrow
12656-3;4224392-0;narrow
12656-3;4013874-4;narrow
12918-6;4194766-6;exact
12918-6;7674042-0;exact
10785-2;4328187-4;related
10224-0;4062060-8;related
11994-2;4066794-7;broad
13389-2;4127540-8;narrow
13389-2;4048763-5;narrow
13794-0;4189704-3;exact
13794-0;4211516-4;exact
19796-1;4074617-3;exact
11448-1;4132844-9;exact
18984-5;4016960-1;exact
10781-3;4194724-1;related
11807-6;4202322-1;exact
11988-4;4679255-7;exact
13345-1;4120488-8;related
14437-5;4125865-4;narrow
14437-5;4123565-4;narrow
14437-5;4125867-8;narrow
13003-1;4122413-9;narrow
13003-1;4123502-2;narrow
13003-1;4131362-8;narrow
10823-6;4070496-8;narrow
18755-6;4131846-8;narrow
13210-3;4202488-2;exact
13210-3;4023222-0;exact
13210-3;4175798-1;exact
13210-3;4248356-6;exact
13210-3;4162246-7;exact
13210-3;4699898-6;exact
29586-6;4064821-7;related
13443-1;4000757-1;exact
19568-0;4288033-6;exact
11657-6;4113751-6;narrow
11657-6;4460292-3;narrow
11657-6;7583908-8;narrow
11657-6;4189713-4;narrow
19220-5;4005198-5;exact
13402-1;4062768-8;related
13402-1;4187551-5;related
15964-5;4169433-8;related
15964-5;4519891-3;related
15964-5;4146877-6;related
12533-5;4120610-1;exact
30026-6;1041611064;exact
14798-1;4306920-4;narrow
10785-2;4192443-5;narrow
13727-1;4230600-0;narrow
19269-3;4112584-8;exact
15760-0;4196060-9;narrow
18900-2;4048539-0;exact
29592-4;4165039-6;exact
14131-1;4025825-7;related
15806-2;4181920-2;related
15806-2;4323390-9;related
15806-2;4126153-7;related
15929-0;4286942-0;narrow
10555-5;4131526-1;narrow
10555-5;4152443-3;narrow
18279-5;4128805-1;narrow
12372-3;4020915-5;exact
12372-3;4179470-9;exact
15925-1;4003752-6;narrow
15925-1;4031081-4;narrow
15925-1;4077197-0;narrow
15925-1;4073501-1;narrow
15761-5;4286402-1;exact
19596-2;4732282-2;exact
16402-0;4055695-5;exact
19195-6;4121196-0;exact
28213-1;4027532-2;exact
10160-0;4191162-3;narrow
10160-0;4163314-3;narrow
10160-0;4172192-5;narrow
10160-0;4152928-5;narrow
18510-1;4278885-7;exact
10462-5;4038825-6;narrow
10462-5;4121259-9;narrow
10462-5;4151741-6;narrow
10462-5;4121183-2;narrow
10462-5;4114575-6;narrow
10462-5;4274868-9;narrow
16043-2;4141739-2;narrow
11417-5;4188824-8;exact
28701-2;4189521-6;exact
14924-1;4178899-0;exact
10030-6;4139397-1;exact
16788-1;4424421-6;related
16788-1;4144921-6;related
16788-1;4026911-5;related
13474-4;4181873-8;exact
11350-4;4055874-5;exact
10692-2;4153399-9;narrow
10692-2;4153391-4;narrow
10692-2;4191858-7;narrow
16621-2;4020832-1;exact
13446-2;4310943-3;related
12311-2;4151359-9;exact
12311-2;4152804-9;exact
19573-0;4288535-8;narrow
11596-0;7652695-1;related
29998-4;4491154-3;exact
18574-3;4045298-0;broad
12960-0;4067765-5;related
12960-0;4493416-6;related
19029-2;4120997-7;exact
15714-0;4365111-2;narrow
15714-0;4137660-2;narrow
19675-6;4143186-8;narrow
14932-2;4428726-4;exact
12618-4;4122907-1;narrow
12618-4;4134249-5;narrow
12618-4;4168756-5;narrow
19567-2;4057455-6;broad
18793-5;4153370-7;related
18793-5;4234424-4;related
12001-3;4161710-1;broad
12725-3;4138914-1;exact
15764-6;4078520-8;related
15764-6;4061627-7;related
15976-5;4076570-2;exact
15968-4;4454929-5;narrow
15968-4;4134616-6;narrow
11974-1;4056783-7;exact
13445-4;4073988-0;exact
18668-1;4381572-8;exact
18668-1;4117190-1;exact
16542-5;4113389-4;related
29564-2;4778689-9;related
29564-2;4079368-0;related
29564-2;4170995-0;related
18901-0;4185482-2;exact
11969-1;4055304-8;exact
19025-3;4282520-9;exact
11434-5;4172175-5;related
11434-5;4396721-8;related
11434-5;4171031-9;related
11434-5;4170692-4;related
11434-5;4170689-4;related
18337-3;4178274-4;exact
18337-3;4286698-4;exact
13253-6;4125929-4;narrow
13253-6;4136086-2;narrow
10008-6;4124371-7;related
10008-6;4336776-8;related
10008-6;4274536-6;related
10021-0;4194645-5;narrow
10021-0;4194646-7;narrow
14174-4;4014216-4;exact
19079-1;7657785-5;narrow
19079-1;4208508-1;narrow
19079-1;4246128-5;narrow
19079-1;4238883-1;narrow
19079-1;4352480-1;narrow
19079-1;4231677-7;narrow
19079-1;7537129-7;narrow
19247-6;4145068-1;exact
19247-6;4145071-1;exact
11981-4;4195348-4;exact
19757-4;4482930-9;exact
19722-2;4133634-3;narrow
11252-4;4005878-5;exact
12197-2;4057542-1;exact
19574-5;4346437-3;exact
19574-5;4346436-1;exact
13731-3;4138526-3;exact
13731-3;7573652-4;exact
13731-3;4226853-9;exact
10160-0;4172187-1;exact
19343-3;4770295-3;narrow
19343-3;4332236-0;narrow
12166-6;4281858-8;narrow
29501-5;4120448-7;exact
29501-5;4011453-3;exact
12575-3;4238914-8;related
13023-2;4308299-3;related
16475-1;4226550-2;exact
15917-0;4015537-7;exact
14047-4;4196815-3;related
14047-4;4135326-2;related
14047-4;4158411-9;related
12046-2;4200161-4;related
18592-1;4206802-2;narrow
18592-1;4203826-1;narrow
29942-3;4440597-2;exact
11564-6;4121250-2;exact
10126-0;4189796-1;narrow
13039-1;4127964-5;narrow
14252-3;4158215-9;exact
19470-3;4271954-9;related
18805-3;4121361-0;exact
18668-1;7614694-7;narrow
18668-1;7735238-5;narrow
18668-1;4154494-8;narrow
12070-5;7653576-9;related
18911-4;4127643-7;exact
10779-4;4139011-8;exact
10779-4;4142075-5;exact
19140-3;4150252-8;exact
19140-3;4127117-8;exact
15399-3;4016338-6;exact
11127-0;4060633-8;exact
19412-3;4262746-1;exact
18656-1;4121605-2;exact
18656-1;4051742-1;exact
14407-0;4024299-7;exact
14407-0;4055583-5;exact
15879-3;4128227-9;exact
14515-4;4396697-4;related
30027-4;4114333-4;exact
16340-3;4187675-1;narrow
16340-3;4034383-2;narrow
16187-6;4140921-8;narrow
16187-6;4211852-9;narrow
16187-6;4155313-5;narrow
16187-6;4116456-8;narrow
16187-6;4154538-2;narrow
16187-6;4227580-5;narrow
16187-6;4184800-7;narrow
16187-6;4132788-3;narrow
16187-6;4054130-7;narrow
13075-4;4129471-3;broad
29226-1;4261642-6;exact
28951-0;4276060-4;exact
15704-3;4038722-7;exact
14752-4;7597887-8;narrow
14752-4;4172679-0;narrow
14752-4;4682865-5;narrow
14752-4;4037034-3;narrow
14752-4;4522869-3;narrow
14752-4;4011148-9;narrow
14752-4;4129333-2;narrow
14752-4;4192018-1;narrow
14752-4;4145433-9;narrow
14752-4;4267178-4;narrow
14752-4;4277196-1;narrow
14752-4;4501545-4;narrow
19007-5;4260586-6;exact
13816-2;4051199-6;exact
19383-5;4017345-8;exact
10931-3;4188073-0;narrow
10931-3;4178101-6;narrow
10931-3;4175616-2;narrow
12750-4;4134388-8;exact
11840-1;4044279-2;related
11840-1;4603658-1;related
11840-1;4247619-7;related
11432-2;4163495-0;exact
19361-1;4213090-6;related
11142-4;4188514-4;narrow
18793-5;7548821-8;narrow
11366-3;4069376-4;exact
11366-3;4069377-6;exact
11366-3;4215766-3;exact
11366-3;4248043-7;exact
11366-3;4123638-5;exact
19819-1;4224170-4;related
16309-4;4132367-1;exact
11981-4;4026859-7;related
15797-5;4132835-8;related
15797-5;4041282-9;related
10963-4;4128555-4;narrow
10963-4;4460333-2;narrow
18527-5;4006222-3;related
29237-3;4048717-9;narrow
29237-3;4177175-8;narrow
10877-4;4130467-6;exact
13117-0;4303003-8;narrow
13117-0;4173227-3;narrow
13117-0;4747782-9;narrow
13117-0;7558563-7;narrow
13117-0;4173213-3;narrow
13117-0;4312377-6;narrow
13117-0;4190646-9;narrow
19745-4;4162159-1;related
15519-5;4060694-6;exact
13935-1;7532828-8;narrow
13935-1;7555936-5;narrow
13935-1;4374935-5;narrow
13935-1;4810277-5;narrow
13935-1;4374940-9;narrow
13935-1;7538183-7;narrow
13935-1;4874358-6;narrow
13935-1;4179167-8;narrow
13935-1;4184947-4;narrow
13935-1;7541114-3;narrow
13935-1;4209144-5;narrow
13935-1;7819604-8;narrow
13935-1;7541389-9;narrow
13935-1;4231921-3;narrow
13935-1;4213730-5;narrow
13935-1;4304811-0;narrow
13935-1;7593941-1;narrow
13935-1;4184946-2;narrow
13935-1;4180080-1;narrow
13935-1;7537177-7;narrow
13935-1;4153182-6;narrow
13935-1;4271260-9;narrow
13935-1;7840112-4;narrow
13935-1;7555935-3;narrow
13935-1;4064896-5;narrow
13935-1;4156802-3;narrow
10649-3;4250169-6;exact
11374-4;4173086-0;broad
16011-1;4048739-8;exact
19102-4;4353913-0;narrow
28014-0;4181997-4;exact
18654-5;4215401-7;exact
29871-0;4123457-1;exact
13851-0;4004915-2;related
12585-0;4344725-9;related
12898-0;4208465-9;related
